Neighborhood,num_cha_properties,Avg_cha_monthly_rent,stop_wi_quart_mi,stop_wi_half_mi,percent_wi_quart_mi_l_stop,percent_wi_half_mi_l_stop,num_props_w_potential_bad_landlord,poverty_rate,eviction-filings,evictions,eviction_filing_rate,eviction_rate,evictions_chi_percentile_rank,renter-occupied-households,perc_rentals_hcv,population,perc_hcv_in_neigh,at_least_10_homes,perc_black,perc_latino,perc_white
Old Town,1.0,979.0,0.0,1.0,0.0,1.0,0.0,0.30385071678111075,69.0,21.0,0.025237746891002194,0.007681053401609363,0.49746192893401014,2734.0,0.000365764447695684,8301.0,0.00018989745537409798,0,0.3346672569569931,0.03503779062763523,0.5674283459824118
Montclare,1.0,2090.0,0.0,0.0,0.0,0.0,0.0,0.1443449827155752,53.0,11.0,0.020306513409961684,0.00421455938697318,0.2893401015228426,2610.0,0.0003831417624521073,20828.0,0.00018989745537409798,0,0.01733214903015172,0.6838544699443058,0.2619894613020934
Ravenswood Gardens,1.0,2000.0,1.0,1.0,1.0,1.0,0.0,0.016200505935006812,10.0,4.0,0.007518796992481203,0.0030075187969924814,0.20812182741116753,1330.0,0.0007518796992481203,5139.0,0.00018989745537409798,0,0.026482214438606735,0.1630742556917688,0.6979893169877408
McKinley Park,1.0,900.0,0.0,1.0,0.0,1.0,0.0,0.20413094367227508,16.0,2.0,0.02295552367288379,0.0028694404591104736,0.20304568527918782,697.0,0.0014347202295552368,4101.0,0.00018989745537409798,0,0.01756210680321873,0.726388076079005,0.12923069982930993
Vittum Park,1.0,695.0,0.0,0.0,0.0,0.0,0.0,0.1006373934226553,4.0,0.0,0.047058823529411764,0.0,0.03299492385786802,85.0,0.011764705882352941,3284.0,0.00018989745537409798,0,0.026179658952496958,0.6604505481120585,0.24634823386114496
Garfield Ridge,1.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.031376398734867486,42.0,7.0,0.02275189599133261,0.003791982665222102,0.25888324873096447,1846.0,0.0005417118093174431,27507.0,0.00018989745537409798,0,0.005126309666630313,0.4385022030755808,0.546382102737485
Belmont Heights,1.0,1950.0,0.0,0.0,0.0,0.0,0.0,0.10271658903618776,34.0,11.0,0.021808851828094934,0.007055805003207184,0.4619289340101523,1559.0,0.0006414368184733803,13955.0,0.00018989745537409798,0,0.01032111071300609,0.1889693443210319,0.7513384879971338
West Loop Gate,1.0,1800.0,1.0,1.0,1.0,1.0,0.0,0.08208476394849784,56.0,15.0,0.01962846126883982,0.005257623554153523,0.350253807106599,2853.0,0.0003505082369435682,6524.0,0.00018989745537409798,0,0.10776949724095645,0.042767427958307784,0.5041364500306561
Golden Gate,1.0,1350.0,0.0,0.0,0.0,0.0,0.0,0.8142,4.0,2.0,0.02962962962962963,0.014814814814814815,0.7461928934010152,135.0,0.007407407407407408,607.0,0.00018989745537409798,0,1.0,0.0,0.0
Goose Island,1.0,1300.0,0.0,1.0,0.0,1.0,0.0,0.12217267232510287,27.0,9.0,0.012385321100917432,0.004128440366972477,0.28426395939086296,2180.0,0.00045871559633027525,7776.0,0.00018989745537409798,0,0.17347903806584364,0.07778225308641977,0.6307963863168725
Hanson Park,1.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.261188007353981,24.0,9.0,0.02154398563734291,0.00807899461400359,0.5279187817258884,1114.0,0.0008976660682226212,7071.0,0.00018989745537409798,0,0.016809418752651677,0.9161604016405035,0.053323716588884185
Heart of Chicago,1.0,600.0,0.0,1.0,0.0,1.0,0.0,0.25894653653891936,20.0,6.0,0.008616975441619991,0.0025850926324859974,0.16243654822335024,2321.0,0.00043084877208099956,8402.0,0.00018989745537409798,0,0.014398107593430135,0.8786929897643418,0.0981907641037848
Edgewater,1.0,1550.0,0.0,0.0,0.0,0.0,0.0,0.12503008834228305,20.0,5.0,0.013236267372600927,0.0033090668431502318,0.233502538071066,1511.0,0.0006618133686300463,5773.0,0.00018989745537409798,0,0.06737992378312836,0.34246317339338295,0.5058144465615797
East Ukrainian Village,1.0,1575.0,1.0,1.0,1.0,1.0,0.0,0.07034016142839673,21.0,4.0,0.008739076154806492,0.0016645859342488557,0.10152284263959391,2403.0,0.0004161464835622139,8177.0,0.00018989745537409798,0,0.12023732420203008,0.14624096857038033,0.6486402592637888
Ashburn,1.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.053768121693121694,16.0,2.0,0.06153846153846154,0.007692307692307693,0.5025380710659898,260.0,0.0038461538461538464,4536.0,0.00018989745537409798,0,0.4682461199294533,0.4373811067019401,0.08708847001763668
West Morgan Park,1.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.042205090909090914,10.0,4.0,0.049019607843137254,0.0196078431372549,0.8375634517766497,204.0,0.004901960784313725,1650.0,0.00018989745537409798,0,0.11881309090909092,0.03755454545454545,0.8436323636363635
Irving Park,1.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.06425970593234744,43.0,12.0,0.01729686242960579,0.004827031375703942,0.3197969543147208,2486.0,0.00040225261464199515,11766.0,0.00018989745537409798,0,0.019633409824919262,0.4151795512493626,0.44153230494645584
Belmont Terrace,1.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.1046280693459417,9.0,4.0,0.017928286852589643,0.00796812749003984,0.5228426395939086,502.0,0.00199203187250996,6345.0,0.00018989745537409798,0,0.02897610717100079,0.16612975571315997,0.7642500709219858
Avondale,1.0,1325.0,0.0,1.0,0.0,1.0,0.0,0.12206794675729256,55.0,18.0,0.014345331246739697,0.004694835680751174,0.3096446700507614,3834.0,0.0002608242044861763,17655.0,0.00018989745537409798,0,0.026670512602662136,0.5031964032851882,0.3997141149815916
Kilbourn Park,1.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.11114880715705765,28.0,7.0,0.020437956204379562,0.0051094890510948905,0.34517766497461927,1370.0,0.00072992700729927,6036.0,0.00018989745537409798,0,0.01623523856858847,0.6260709575878064,0.281797365805169
Dunning,1.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.11318939478067741,8.0,2.0,0.013377926421404682,0.0033444816053511705,0.23857868020304568,598.0,0.0016722408026755853,5403.0,0.00018989745537409798,0,0.018860947621691652,0.27947168239866743,0.6509677771608365
Union Ridge,0.0,,0.0,0.0,,,0.0,0.037995604855588117,1.0,1.0,0.0056179775280898875,0.0056179775280898875,0.39593908629441626,178.0,0.0,2389.0,0.0,0,0.0,0.14943779824194223,0.7455011720385097
Bridgeport,0.0,,0.0,0.0,,,0.0,0.22211155091910986,147.0,43.0,0.013982688100447066,0.004090174070198802,0.27918781725888325,10513.0,0.0,47546.0,0.0,0,0.027222374121903,0.29501600765574393,0.25022924115593326
Sauganash,0.0,,0.0,0.0,,,0.0,0.040604608482871125,5.0,1.0,0.014285714285714285,0.002857142857142857,0.19796954314720813,350.0,0.0,7356.0,0.0,0,0.018358251767264817,0.10701529363784665,0.6571411092985319
Schorsch Forest View,0.0,,0.0,0.0,,,0.0,0.0,9.0,2.0,0.023872679045092837,0.005305039787798408,0.3604060913705584,377.0,0.0,1919.0,0.0,0,0.009899999999999999,0.050499999999999996,0.8759999999999999
West De Paul,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.03299492385786802,211.0,0.0,852.0,0.0,0,0.0,0.0587,0.8592000000000001
Wrightwood Neighbors,0.0,,0.0,0.0,,,0.0,0.016184033657638704,39.0,13.0,0.007748857540234452,0.0025829525134114842,0.15736040609137056,5033.0,0.0,19015.0,0.0,0,0.03780802524322903,0.06254208256639494,0.8070433499868525
Schorsch Village,0.0,,0.0,0.0,,,0.0,0.05000991967359428,20.0,6.0,0.028409090909090908,0.008522727272727272,0.5482233502538071,704.0,0.0,7843.0,0.0,0,0.052525436695142154,0.3136622083386459,0.5797425602448043
Andersonville,0.0,,0.0,0.0,,,0.0,0.0218719887076537,2.0,0.0,0.0023501762632197414,0.0,0.03299492385786802,851.0,0.0,3188.0,0.0,0,0.11387132998745293,0.1674723023839398,0.5894006587202008
Sheffield Neighbors,0.0,,0.0,0.0,,,0.0,0.37770000000000004,11.0,4.0,0.02570093457943925,0.009345794392523364,0.583756345177665,428.0,0.0,1394.0,0.0,0,0.1363,0.1212,0.6736
Sheridan Park,0.0,,0.0,0.0,,,0.0,0.17151064998474214,37.0,17.0,0.02589223233030091,0.011896431070678797,0.6700507614213198,1429.0,0.0,3277.0,0.0,0,0.3084991455599634,0.10526487641135183,0.5090397009459872
Wolf Lake,0.0,,0.0,0.0,,,0.0,0.17546538839724682,0.0,0.0,0.0,0.0,0.03299492385786802,84.0,0.0,2034.0,0.0,0,0.0,0.6430901671583088,0.35346165191740414
Sleepy Hollow,0.0,,0.0,0.0,,,0.0,0.1225718572857619,6.0,1.0,0.017094017094017096,0.002849002849002849,0.19289340101522842,351.0,0.0,2999.0,0.0,0,0.0,0.8349700900300099,0.14171363787929311
Wildwood,0.0,,0.0,0.0,,,0.0,0.018839344959591664,8.0,2.0,0.11764705882352941,0.029411764705882353,0.949238578680203,68.0,0.0,2351.0,0.0,0,0.00040820927264993625,0.041243385793279456,0.8622048490004254
The Loop,0.0,,0.0,0.0,,,0.0,0.028508593956712704,125.0,38.0,0.01612071189063709,0.004900696414753675,0.3248730964467005,7754.0,0.0,18897.0,0.0,0,0.03849788326189342,0.07006847118590252,0.6799403503201568
Beverly,0.0,,0.0,0.0,,,0.0,0.0,4.0,2.0,0.05714285714285714,0.02857142857142857,0.934010152284264,70.0,0.0,3862.0,0.0,0,0.3938285603314345,0.09710994303469704,0.4891371310201968
Big Oaks,0.0,,0.0,0.0,,,0.0,0.06962267765649365,13.0,5.0,0.029345372460496615,0.011286681715575621,0.649746192893401,443.0,0.0,8978.0,0.0,0,0.0025583203386054802,0.15237613054132326,0.7245541211851192
Wicker Park,0.0,,0.0,0.0,,,0.0,0.10626723081145366,19.0,7.0,0.005555555555555556,0.0020467836257309943,0.116751269035533,3420.0,0.0,10931.0,0.0,0,0.05214278657030464,0.16210782179123595,0.7056047571127985
Trumbull Park,0.0,,0.0,0.0,,,0.0,0.2552,0.0,0.0,0.0,0.0,0.03299492385786802,96.0,0.0,790.0,0.0,0,0.1063,0.8240999999999999,0.0696
South Old Irving Park,0.0,,0.0,0.0,,,0.0,0.16670000000000001,1.0,0.0,0.007042253521126761,0.0,0.03299492385786802,142.0,0.0,681.0,0.0,0,0.0382,0.6197,0.3421
Beverly Woods,0.0,,0.0,0.0,,,0.0,0.045958945858730726,3.0,2.0,0.043478260869565216,0.028985507246376812,0.9390862944162437,69.0,0.0,2789.0,0.0,0,0.5389038365005379,0.005732699892434565,0.44677325206167084
West Beverly,0.0,,0.0,0.0,,,0.0,0.015251417445482869,10.0,3.0,0.03968253968253968,0.011904761904761904,0.6751269035532995,252.0,0.0,6420.0,0.0,0,0.08458303738317757,0.06964528037383177,0.8270982554517134
Stateway Gardens,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,0,,,
West Town,0.0,,0.0,0.0,,,0.0,0.0726847708254089,69.0,24.0,0.010220708043252851,0.0035550288846096876,0.2436548223350254,6751.0,0.0,21032.0,0.0,0,0.0419281951312286,0.26948888836059337,0.6463515072270826
Tri-Taylor,0.0,,0.0,0.0,,,0.0,0.3811,30.0,14.0,0.04132231404958678,0.01928374655647383,0.8274111675126904,726.0,0.0,1925.0,0.0,0,0.8331999999999999,0.0868,0.042100000000000005
Streeterville,0.0,,0.0,0.0,,,0.0,0.024022347965249203,165.0,60.0,0.016577916206168993,0.006028333165879634,0.41624365482233505,9953.0,0.0,26244.0,0.0,0,0.0512420096021948,0.05368882030178327,0.6976416171315347
The Villa,0.0,,0.0,0.0,,,0.0,0.02855511744966443,6.0,0.0,0.01098901098901099,0.0,0.03299492385786802,546.0,0.0,2384.0,0.0,0,0.006299622483221475,0.24120465604026847,0.5960305369127517
The Gap,0.0,,0.0,0.0,,,0.0,0.035399999999999994,1.0,1.0,0.014705882352941176,0.014705882352941176,0.7411167512690355,68.0,0.0,907.0,0.0,0,0.6912999999999999,0.032,0.183
Arcadia Terrace,0.0,,0.0,0.0,,,0.0,0.18664810924369746,14.0,10.0,0.011513157894736841,0.008223684210526315,0.5380710659898477,1216.0,0.0,4760.0,0.0,0,0.028569117647058818,0.3023213235294117,0.4149103991596639
Budlong Woods,0.0,,0.0,0.0,,,0.0,0.16828291913592047,30.0,9.0,0.012422360248447204,0.0037267080745341614,0.24873096446700507,2415.0,0.0,10462.0,0.0,0,0.03345868858726821,0.1810476103995412,0.5993061842859875
Brynford Park,0.0,,0.0,0.0,,,0.0,0.0,3.0,0.0,0.004601226993865031,0.0,0.03299492385786802,652.0,0.0,2304.0,0.0,0,0.0204,0.10890000000000001,0.6927
Chrysler Village,0.0,,0.0,0.0,,,0.0,0.0693195918367347,6.0,1.0,0.05504587155963303,0.009174311926605505,0.5634517766497462,109.0,0.0,2450.0,0.0,0,0.0,0.5677571428571428,0.4244913469387755
Altgeld Gardens,0.0,,0.0,0.0,,,0.0,0.7188,25.0,14.0,0.06053268765133172,0.03389830508474576,0.9644670050761421,413.0,0.0,1455.0,0.0,0,0.9416,0.028900000000000002,0.0
Marycrest,0.0,,0.0,0.0,,,0.0,0.07123115733113675,4.0,1.0,0.021621621621621623,0.005405405405405406,0.3756345177664975,185.0,0.0,4856.0,0.0,0,0.8484429983525535,0.09679386326194397,0.053531836902800646
Margate Park,0.0,,0.0,0.0,,,0.0,0.0711012256379345,31.0,10.0,0.015632879475542108,0.005042864346949067,0.3401015228426396,1983.0,0.0,4977.0,0.0,0,0.17139288728149488,0.1159302190074342,0.5179850713281093
Magnolia Glen,0.0,,0.0,0.0,,,0.0,0.06082581116632564,5.0,3.0,0.005060728744939271,0.003036437246963563,0.2131979695431472,988.0,0.0,3421.0,0.0,0,0.06664522069570301,0.2528303420052616,0.6010038585209003
East Beverly,0.0,,0.0,0.0,,,0.0,0.012469565217391305,27.0,5.0,0.03150525087514586,0.005834305717619603,0.40609137055837563,857.0,0.0,4439.0,0.0,0,0.5404482541112863,0.012181617481414735,0.4086379589997748
Lincoln Park,0.0,,0.0,0.0,,,0.0,0.06115713727787542,27.0,6.0,0.007069913589945012,0.0015710919088766694,0.09644670050761421,3819.0,0.0,10242.0,0.0,0,0.027428519820347587,0.048999375122046475,0.8517851396211676
LeClaire Courts,0.0,,0.0,0.0,,,0.0,0.16437548728113646,8.0,2.0,0.03361344537815126,0.008403361344537815,0.5431472081218274,238.0,0.0,3027.0,0.0,0,0.4060257680872151,0.40797938553022794,0.12156901222332343
Lathrop Homes,0.0,,0.0,0.0,,,0.0,0.031948750194069245,15.0,5.0,0.019011406844106463,0.0063371356147021544,0.4365482233502538,789.0,0.0,6441.0,0.0,0,0.00758948920975004,0.12730467318739325,0.7970724732184442
Lake View,0.0,,0.0,0.0,,,0.0,0.04737291293555786,50.0,14.0,0.005135051864023826,0.0014378145219266715,0.08629441624365482,9737.0,0.0,31827.0,0.0,0,0.039618619411191755,0.0778853112137493,0.7988610990668302
Lake Meadows,0.0,,0.0,0.0,,,0.0,0.0,20.0,6.0,0.033277870216306155,0.009983361064891847,0.6091370558375635,601.0,0.0,648.0,0.0,0,0.44599999999999995,0.0694,0.044800000000000006
Kennedy Park,0.0,,0.0,0.0,,,0.0,0.007044056183624529,10.0,5.0,0.0425531914893617,0.02127659574468085,0.8578680203045685,235.0,0.0,2919.0,0.0,0,0.04660335731414867,0.1089348406988695,0.8290513189448441
Irving Woods,0.0,,0.0,0.0,,,0.0,0.07342782657976764,4.0,2.0,0.017467248908296942,0.008733624454148471,0.5532994923857868,229.0,0.0,3529.0,0.0,0,0.03827276848965713,0.21395281949560785,0.7137798526494759
Illinois Medical District,0.0,,0.0,0.0,,,0.0,0.0038981903727832064,8.0,4.0,0.012012012012012012,0.006006006006006006,0.41116751269035534,666.0,0.0,2763.0,0.0,0,0.20558382193268188,0.24065331161780676,0.3811081795150199
Ida B. Wells - Darrow Homes,0.0,,0.0,0.0,,,0.0,0.5528650971599403,97.0,29.0,0.07729083665338646,0.023107569721115537,0.8730964467005076,1255.0,0.0,2676.0,0.0,0,0.9633831091180868,0.0,0.016472421524663675
East Pilsen,0.0,,0.0,0.0,,,0.0,0.1389,0.0,0.0,0.0,0.0,0.03299492385786802,203.0,0.0,908.0,0.0,0,0.0374,0.5815000000000001,0.3029
Edgebrook,0.0,,0.0,0.0,,,0.0,0.017754693588381155,2.0,0.0,0.007751937984496124,0.0,0.03299492385786802,258.0,0.0,5646.0,0.0,0,0.019134396032589443,0.06198551186680837,0.789935618136734
Hollywood Park,0.0,,0.0,0.0,,,0.0,0.1026925925925926,18.0,5.0,0.017061611374407582,0.004739336492890996,0.3147208121827411,1055.0,0.0,6210.0,0.0,0,0.028982254428341386,0.19452132045088566,0.43121958132045096
Heart of Italy,0.0,,0.0,0.0,,,0.0,0.1798532824427481,8.0,4.0,0.012618296529968454,0.006309148264984227,0.43147208121827413,634.0,0.0,2620.0,0.0,0,0.025548702290076337,0.894682290076336,0.06486442748091603
Groveland Park,0.0,,0.0,0.0,,,0.0,0.0816,69.0,21.0,0.06948640483383686,0.021148036253776436,0.850253807106599,993.0,0.0,2500.0,0.0,0,0.5552,0.0,0.05400000000000001
Edison Park,0.0,,0.0,0.0,,,0.0,0.006796172248803829,7.0,2.0,0.009210526315789473,0.002631578947368421,0.16751269035532995,760.0,0.0,9405.0,0.0,0,0.0127669750132908,0.10442529505582138,0.8681424242424243
Greektown,0.0,,0.0,0.0,,,0.0,0.04348726468586981,61.0,24.0,0.01989562948467058,0.007827788649706457,0.5126903553299492,3066.0,0.0,8818.0,0.0,0,0.04595091857564074,0.08007031072805626,0.664458822862327
Fulton River District,0.0,,0.0,0.0,,,0.0,0.016435362469649672,19.0,3.0,0.015939597315436243,0.0025167785234899327,0.15228426395939088,1192.0,0.0,5766.0,0.0,0,0.05256174124176205,0.07007804370447451,0.7613595039889005
Graceland West,0.0,,0.0,0.0,,,0.0,0.1033262733232476,8.0,1.0,0.015873015873015872,0.001984126984126984,0.1116751269035533,504.0,0.0,1983.0,0.0,0,0.13107110438729197,0.013613212304589005,0.7937597075138679
Mayfair,0.0,,0.0,0.0,,,0.0,0.11470417242059577,24.0,5.0,0.013407821229050279,0.002793296089385475,0.17766497461928935,1790.0,0.0,10138.0,0.0,0,0.020730400473466165,0.4180310909449596,0.3209601696587098
Mount Greenwood,0.0,,0.0,0.0,,,0.0,0.03417897541688156,17.0,7.0,0.02478134110787172,0.01020408163265306,0.6142131979695431,686.0,0.0,17451.0,0.0,0,0.02332109334708613,0.05827485530915133,0.8832749011517965
Riverdale,0.0,,0.0,0.0,,,0.0,0.5266879518072289,60.0,35.0,0.08264462809917356,0.048209366391184574,0.9949238578680203,726.0,0.0,2158.0,0.0,0,0.929593373493976,0.06671686746987951,0.0
Mount Greenwood Heights,0.0,,0.0,0.0,,,0.0,0.06072954990215264,4.0,1.0,0.008948545861297539,0.0022371364653243847,0.13705583756345177,447.0,0.0,3066.0,0.0,0,0.14353692106979776,0.11315942596216569,0.7338769080234834
River West,0.0,,0.0,0.0,,,0.0,0.23490000000000003,0.0,0.0,0.0,0.0,0.03299492385786802,456.0,0.0,1368.0,0.0,0,0.1323,0.4854,0.2961
River North,0.0,,0.0,0.0,,,0.0,0.050342406899255204,67.0,16.0,0.016187484899734237,0.003865668035757429,0.26903553299492383,4139.0,0.0,12755.0,0.0,0,0.0841347941983536,0.07379119560956487,0.7226755625245003
Ravenswood,0.0,,0.0,0.0,,,0.0,0.0710281245426606,64.0,25.0,0.007215332581736189,0.002818489289740699,0.18274111675126903,8870.0,0.0,27332.0,0.0,0,0.03363278208693108,0.17136716669105806,0.6839659702912336
Pulaski Park,0.0,,0.0,0.0,,,0.0,0.03137028738431563,8.0,3.0,0.015065913370998116,0.005649717514124294,0.4010152284263959,531.0,0.0,4106.0,0.0,0,0.003397467121285923,0.06846054554310765,0.7311197272284462
Bucktown,0.0,,0.0,0.0,,,0.0,0.03190790750568613,26.0,5.0,0.006818777865198007,0.0013113034356150013,0.07614213197969544,3813.0,0.0,13190.0,0.0,0,0.0369305307050796,0.1581643972706596,0.724253752843063
Prairie Shores,0.0,,0.0,0.0,,,0.0,0.11489999999999999,11.0,3.0,0.011840688912809472,0.0032292787944025836,0.2182741116751269,929.0,0.0,1293.0,0.0,0,0.5437,0.0131,0.0719
Powder Horn Lake,0.0,,0.0,0.0,,,0.0,0.1446735475896168,18.0,8.0,0.10227272727272728,0.045454545454545456,0.9898477157360406,176.0,0.0,1618.0,0.0,0,0.09020469715698393,0.4350733003708282,0.47465747836835603
Pilsen,0.0,,0.0,0.0,,,0.0,0.18057237743232957,76.0,28.0,0.013523131672597865,0.00498220640569395,0.3350253807106599,5620.0,0.0,18398.0,0.0,0,0.08109782585063594,0.6052827535601696,0.22046340906620285
Peterson Park,0.0,,0.0,0.0,,,0.0,0.11684013554216868,8.0,3.0,0.028268551236749116,0.01060070671378092,0.6294416243654822,283.0,0.0,1328.0,0.0,0,0.0037889307228915663,0.13852643072289156,0.537669126506024
Park West,0.0,,0.0,0.0,,,0.0,0.06225922339593114,34.0,14.0,0.00686452654956592,0.002826569755703614,0.18781725888324874,4953.0,0.0,10224.0,0.0,0,0.04988985719874805,0.05819657668231612,0.8018383900625977
Gold Coast,0.0,,0.0,0.0,,,0.0,0.014002414928649834,35.0,10.0,0.00763025942882058,0.0021800741225201656,0.12690355329949238,4587.0,0.0,15487.0,0.0,0,0.0300192354878285,0.04234852456899335,0.8619611480596628
Oriole Park,0.0,,0.0,0.0,,,0.0,0.029693380035026272,9.0,4.0,0.02535211267605634,0.011267605633802818,0.6446700507614214,355.0,0.0,5710.0,0.0,0,0.006821541155866899,0.23415709281961467,0.6970394921190893
Old Town Triangle,0.0,,0.0,0.0,,,0.0,0.019597509765625,21.0,5.0,0.007639141506002182,0.0018188432157148053,0.1065989847715736,2749.0,0.0,8192.0,0.0,0,0.07044035644531249,0.03565438232421874,0.7719642211914062
Old Norwood Park,0.0,,0.0,0.0,,,0.0,0.08944178411274824,8.0,5.0,0.012944983818770227,0.008090614886731391,0.5329949238578681,618.0,0.0,6244.0,0.0,0,0.00784160794362588,0.12814263292761052,0.8302391415759128
O'Hare International Airport,0.0,,0.0,0.0,,,0.0,0.1336197743078336,36.0,15.0,0.029411764705882353,0.012254901960784314,0.6954314720812182,1224.0,0.0,7621.0,0.0,0,0.01783586143550715,0.34627991077286446,0.5845935441543104
Norwood Park West,0.0,,0.0,0.0,,,0.0,0.017692609927330953,2.0,0.0,0.001755926251097454,0.0,0.03299492385786802,1139.0,0.0,8119.0,0.0,0,0.008256312353738145,0.04594772755265427,0.8832344377386379
Norwood Park East,0.0,,0.0,0.0,,,0.0,0.06769907893433694,30.0,8.0,0.01985440105890139,0.005294506949040371,0.3553299492385787,1511.0,0.0,10097.0,0.0,0,0.02694251757947905,0.0990205902743389,0.8031020996335546
North Mayfair,0.0,,0.0,0.0,,,0.0,0.07092867211097437,11.0,4.0,0.010617760617760617,0.003861003861003861,0.2639593908629442,1036.0,0.0,8939.0,0.0,0,0.0038000447477346453,0.2515912630048104,0.45607508669873587
North Center,0.0,,0.0,0.0,,,0.0,0.03413259867761972,42.0,10.0,0.006425948592411261,0.0015299877600979193,0.09137055837563451,6536.0,0.0,24955.0,0.0,0,0.022554942897214984,0.20156032859146464,0.6834695211380485
Noble Square,0.0,,0.0,0.0,,,0.0,0.1054196048632219,22.0,5.0,0.009020090200902008,0.002050020500205002,0.1218274111675127,2439.0,0.0,6580.0,0.0,0,0.044814559270516724,0.34026863221884496,0.557300896656535
New Eastside,0.0,,0.0,0.0,,,0.0,0.0,42.0,18.0,0.026802807913209957,0.01148691767708998,0.6548223350253807,1567.0,0.0,3558.0,0.0,0,0.08039999999999999,0.11779999999999999,0.7189
Chinatown,0.0,,0.0,0.0,,,0.0,0.27737562979189484,9.0,1.0,0.008928571428571428,0.000992063492063492,0.06598984771573604,1008.0,0.0,3652.0,0.0,0,0.07747842278203725,0.0,0.009882530120481929
Near North,0.0,,0.0,0.0,,,0.0,0.11402059639389735,115.0,40.0,0.019776440240756664,0.006878761822871883,0.4517766497461929,5815.0,0.0,11536.0,0.0,0,0.1141630547850208,0.0649431778779473,0.7000629680998615
Wrigleyville,0.0,,0.0,0.0,,,0.0,0.05881654097024052,24.0,12.0,0.006512890094979647,0.0032564450474898234,0.22842639593908629,3685.0,0.0,9812.0,0.0,0,0.026891887484712596,0.07684488381573584,0.8220531390134529
