Neighborhood,num_cha_properties,Avg_cha_monthly_rent,stop_wi_quart_mi,stop_wi_half_mi,percent_wi_quart_mi_l_stop,percent_wi_half_mi_l_stop,num_props_w_potential_bad_landlord,poverty_rate,eviction-filings,evictions,eviction_filing_rate,eviction_rate,evictions_chi_percentile_rank,renter-occupied-households,perc_rentals_hcv,population,perc_hcv_in_neigh,at_least_10_homes,perc_black,perc_latino,perc_white
Kelvin Park,4.0,1350.0,0.0,0.0,0.0,0.0,0.0,0.18346831103678926,27.0,10.0,0.03288672350791717,0.012180267965895249,0.6903553299492385,821.0,0.0048721071863581,4784.0,0.0007595898214963919,0,0.016070359531772577,0.7986860367892978,0.13525639632107025
West Chatham,4.0,1083.75,2.0,4.0,0.5,1.0,0.0,0.0,13.0,3.0,0.07386363636363637,0.017045454545454544,0.7918781725888325,176.0,0.022727272727272728,1012.0,0.0007595898214963919,0,1.0,0.0,0.0
Pullman,4.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.1615149443561208,17.0,5.0,0.03165735567970205,0.00931098696461825,0.5736040609137056,537.0,0.0074487895716946,1887.0,0.0007595898214963919,0,0.45361160572337045,0.27398362480127186,0.23155813460519342
Wrightwood,4.0,1222.5,0.0,0.0,0.0,0.0,0.0,0.017664760228772544,25.0,4.0,0.09363295880149813,0.0149812734082397,0.751269035532995,267.0,0.0149812734082397,4546.0,0.0007595898214963919,0,0.8818750769907612,0.05413891333040035,0.03212100747910251
Scottsdale,4.0,1312.5,0.0,0.0,0.0,0.0,0.0,0.14461683780937334,30.0,4.0,0.04975124378109453,0.006633499170812604,0.4467005076142132,603.0,0.006633499170812604,15192.0,0.0007595898214963919,0,0.16127597419694573,0.5910976105845183,0.23452613875724065
Belmont Central,4.0,1612.5,0.0,0.0,0.0,0.0,0.0,0.13170827282522135,67.0,22.0,0.02312737314463238,0.0075940628236106315,0.49238578680203043,2897.0,0.001380738695201933,21347.0,0.0007595898214963919,0,0.031094926687590764,0.6711370824940271,0.2578387642291657
Palmer Square,4.0,1743.75,2.0,2.0,0.5,0.5,0.0,0.10030210448782027,62.0,15.0,0.010390480978716274,0.002513826043237808,0.14720812182741116,5967.0,0.0006703536115300822,19007.0,0.0007595898214963919,0,0.03735430630820224,0.4484740411427368,0.4622872468038091
Lake Calumet,4.0,793.75,0.0,0.0,0.0,0.0,0.0,0.2873469387755102,76.0,17.0,0.07933194154488518,0.017745302713987474,0.8121827411167513,958.0,0.0041753653444676405,3381.0,0.0007595898214963919,0,0.9831281277728483,0.008282076308784383,0.0
Lake View East,3.0,1199.3333333333333,0.0,1.0,0.0,0.3333333333333333,0.0,0.04044842908106778,161.0,58.0,0.008980365908076752,0.0032351628737170906,0.2233502538071066,17928.0,0.00016733601070950468,40645.0,0.000569692366122294,0,0.034760703653585925,0.07115425759626029,0.7737486308279001
Canaryville,3.0,1033.3333333333333,0.0,0.0,0.0,0.0,0.0,0.19820422971114166,11.0,5.0,0.020833333333333332,0.00946969696969697,0.5888324873096447,528.0,0.005681818181818182,2908.0,0.000569692366122294,0,0.01996513067400275,0.30571447730398893,0.622055295735901
Uptown,3.0,1570.3333333333333,3.0,3.0,1.0,1.0,0.0,0.2586080612582174,276.0,62.0,0.024941261521778422,0.005602747153442979,0.39086294416243655,11066.0,0.00027110066871498283,27229.0,0.000569692366122294,0,0.2926288442469426,0.11113194021080465,0.4455238385544823
The Island,3.0,1183.3333333333333,0.0,0.0,0.0,0.0,0.0,0.2094,34.0,15.0,0.06589147286821706,0.029069767441860465,0.9441624365482234,516.0,0.005813953488372093,1685.0,0.000569692366122294,0,0.9020999999999999,0.07,0.0125
Ukrainian Village,3.0,1533.3333333333333,0.0,0.0,0.0,0.0,0.0,0.1260725800711744,16.0,8.0,0.00436442989634479,0.002182214948172395,0.1319796954314721,3666.0,0.0008183306055646482,11240.0,0.000569692366122294,0,0.03077171708185053,0.2837905071174377,0.6033833185053382
West Elsdon,2.0,1075.0,0.0,0.0,0.0,0.0,0.0,0.16395473692156715,69.0,18.0,0.02753391859537111,0.007182761372705506,0.4720812182741117,2506.0,0.0007980845969672786,26494.0,0.00037979491074819596,0,0.01566735864724089,0.8259278213935233,0.13904867517173697
Little Calumet River,2.0,1975.0,0.0,0.0,0.0,0.0,0.0,0.36228223049074815,84.0,29.0,0.04229607250755287,0.01460221550855992,0.7360406091370558,1986.0,0.0010070493454179255,9944.0,0.00037979491074819596,0,0.4591664621882542,0.29826400844730494,0.23512457763475464
Jefferson Park,2.0,1437.5,1.0,1.0,0.5,0.5,0.0,0.0860211266256317,101.0,31.0,0.016136763061191883,0.004952867870266816,0.3299492385786802,6259.0,0.00031953986259785906,41753.0,0.00037979491074819596,0,0.013101336430915145,0.23971040883289826,0.640877501017891
Roscoe Village,2.0,1925.0,0.0,0.0,0.0,0.0,0.0,0.027414625783699065,43.0,7.0,0.008198284080076263,0.001334604385128694,0.08121827411167512,5245.0,0.00038131553860819826,20416.0,0.00037979491074819596,0,0.017394435736677115,0.09453939557210032,0.8176795895376177
Parkview,1.0,950.0,0.0,0.0,0.0,0.0,0.0,0.07885254058612692,6.0,1.0,0.037037037037037035,0.006172839506172839,0.4213197969543147,162.0,0.006172839506172839,4743.0,0.00018989745537409798,0,0.3177168458781362,0.4317784735399536,0.2043157073582121
O'Hare,1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.1321719665513264,49.0,22.0,0.012420785804816223,0.005576679340937896,0.38071065989847713,3945.0,0.00025348542458808617,17340.0,0.00018989745537409798,0,0.0062942733564013845,0.09130893886966551,0.7626858304498269
Chicago Midway Airport,1.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.11825317170375291,12.0,1.0,0.03234501347708895,0.0026954177897574125,0.17258883248730963,371.0,0.0026954177897574125,3011.0,0.00018989745537409798,0,0.006957389571570907,0.6350204915310529,0.3546688475589505
University Village - Little Italy,1.0,1088.0,0.0,0.0,0.0,0.0,0.0,0.1394522043188584,119.0,34.0,0.019537021835494994,0.005582006238712855,0.38578680203045684,6091.0,0.00016417665407978985,21163.0,0.00018989745537409798,0,0.2737680952605963,0.09086605396210366,0.4306918678826254
Buena Park,1.0,1185.0,0.0,1.0,0.0,1.0,0.0,0.039361976955730744,79.0,20.0,0.014888805126272145,0.003769317753486619,0.25380710659898476,5306.0,0.00018846588767433095,13192.0,0.00018989745537409798,0,0.09808408884172225,0.10838567313523347,0.7083848923590054
North Park,1.0,1195.0,0.0,0.0,0.0,0.0,0.0,0.10159506517690874,16.0,2.0,0.018691588785046728,0.002336448598130841,0.14213197969543148,856.0,0.0011682242990654205,4296.0,0.00018989745537409798,0,0.0288774208566108,0.2886649906890131,0.4471523277467412
Old Irving Park,1.0,1250.0,0.0,1.0,0.0,1.0,0.0,0.09009405996605693,31.0,10.0,0.0125,0.004032258064516129,0.27411167512690354,2480.0,0.0004032258064516129,10606.0,0.00018989745537409798,0,0.040255874033565904,0.2854884405053743,0.5836455874033566
Bowmanville,1.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.1355910645431685,24.0,7.0,0.014501510574018127,0.004229607250755287,0.29949238578680204,1655.0,0.0006042296072507553,5965.0,0.00018989745537409798,0,0.13227010896898575,0.2645250293378038,0.5081006035205364
Ranch Triangle,1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.015945638329383886,12.0,4.0,0.003703703703703704,0.0012345679012345679,0.07106598984771574,3240.0,0.00030864197530864197,13504.0,0.00018989745537409798,0,0.025317076421800942,0.06717271178909953,0.8395971045616113
