,apt_ind,wi_quart_mi,wi_half_mi,wi_3_quart,wi_1_mi
2291,4695285,0,0,0,0
2292,4695518,0,0,0,0
2293,4695549,0,2,4,6
2294,4695605,0,0,0,0
2295,4695771,2,2,4,8
2296,4695794,0,2,2,4
2297,4695821,0,0,0,0
2298,4695861,0,0,0,0
2299,4695948,0,0,0,2
2300,4695993,2,2,2,12
2301,4696041,0,0,0,0
2302,4696648,0,0,2,2
2303,4696671,0,0,4,8
2304,4696978,0,0,0,0
2305,4696993,0,2,8,10
2306,4697300,0,0,0,0
2307,4697398,0,0,0,0
2308,4697633,0,0,0,0
2309,4697663,0,2,6,8
2310,4697669,0,0,2,2
2311,4697672,0,2,2,4
2312,4697799,0,0,0,2
2313,4697898,0,0,0,6
2314,4698172,2,2,6,12
2315,4698370,0,0,0,2
2316,4698394,0,0,4,4
2317,4698567,0,0,0,0
2318,4698575,0,0,0,4
2319,4698633,2,2,2,2
2320,4698845,0,0,0,0
2321,4698846,0,0,0,0
2322,4698847,0,0,0,0
2323,4698848,0,0,0,0
2324,4698883,0,4,4,8
2325,4698887,0,0,2,6
2326,4698894,0,0,2,8
2327,4699037,0,0,0,0
2328,4699187,0,2,4,10
2329,4699252,0,4,6,10
2330,4699254,0,0,0,0
2331,4699262,0,2,4,8
2332,4699435,2,4,6,12
2333,4699592,0,0,0,2
2334,4699593,0,0,0,2
2335,4699645,0,0,0,0
2336,4699891,2,4,6,8
2337,4699924,0,0,0,0
2338,4699931,0,0,0,0
2339,4699948,0,0,0,0
2340,4700486,0,0,0,0
2341,4700491,0,4,4,6
2342,4700528,0,0,0,0
2343,4700533,0,0,0,0
2344,4700666,0,4,8,12
2345,4700960,0,2,4,8
2346,4701049,0,0,0,0
2347,4701051,0,4,4,10
2348,4701210,0,2,6,10
2349,4701591,0,4,4,8
2350,4701606,0,0,0,0
2351,4701721,0,0,0,0
2352,4701781,0,0,0,0
2353,4701963,0,0,0,0
2354,4701975,0,0,0,0
2355,4702037,0,2,2,2
2356,4702161,0,2,6,10
2357,4702170,0,0,0,0
2358,4702179,0,0,2,4
2359,4702189,0,0,2,4
2360,4702203,0,2,4,8
2361,4702305,0,0,8,8
2362,4702403,0,2,4,4
2363,4702584,0,0,4,6
2364,4702667,0,0,0,2
2365,4702676,0,0,0,0
2366,4702865,2,2,2,6
2367,4702973,0,0,0,0
2368,4703007,0,0,2,4
2369,4703249,0,0,0,0
2370,4703492,0,0,0,0
2371,4703536,2,2,4,4
2372,4703612,0,0,0,0
2373,4704224,0,0,0,0
2374,4704238,0,0,0,0
2375,4704373,0,0,0,2
2376,4704581,0,0,0,0
2377,4704587,0,0,0,0
2378,4704771,0,0,0,2
2379,4704785,0,0,0,0
2380,4704875,0,0,2,4
2381,4704884,0,0,0,10
2382,4704912,0,0,0,0
2383,4704936,0,0,2,2
2384,4705050,0,0,0,0
2385,4705058,0,0,0,0
2386,4705105,0,0,0,0
2387,4705130,0,0,0,0
2388,4705143,0,2,4,6
2389,4705324,0,4,4,6
2390,4705357,0,0,0,2
2391,4705421,0,0,0,0
2392,4705449,0,0,0,0
2393,4705803,0,2,6,6
2394,4705805,0,0,2,10
2395,4705806,0,0,0,0
2396,4705807,0,4,4,6
2397,4705809,0,0,2,8
2398,4705835,0,0,0,0
2399,4705838,0,2,2,2
2400,4705843,0,2,6,10
2401,4706007,0,0,0,0
2402,4706009,0,0,0,0
2403,4706012,0,0,0,0
2404,4706039,2,4,6,8
2405,4706069,0,0,4,4
2406,4706075,0,0,0,0
2407,4706252,0,0,0,2
2408,4706258,0,0,0,2
2409,4706348,0,2,2,2
2410,4706450,0,4,4,8
2411,4706644,0,2,4,8
2412,4706696,0,0,0,4
2413,4706843,0,0,0,0
2414,4706870,0,0,0,0
2415,4706976,0,0,0,2
2416,4707089,0,0,0,0
2417,4707252,0,0,0,0
2418,4707372,0,0,0,0
2419,4707420,0,0,0,0
2420,4707422,0,0,0,0
2421,4707428,0,0,0,4
2422,4707434,0,0,0,2
2423,4707793,0,0,0,2
2424,4707873,0,0,0,2
2425,4708136,0,2,2,2
2426,4708704,0,0,4,8
2427,4708705,0,0,2,6
2428,4708708,0,0,0,0
2429,4708750,0,0,2,2
2430,4708759,0,0,2,2
2431,4708798,0,0,0,0
2432,4708801,0,2,2,6
2433,4708888,0,0,0,2
2434,4708958,0,0,0,0
2435,4709064,0,0,0,0
2436,4709068,0,2,4,4
2437,4709094,0,0,0,0
2438,4709136,0,4,6,10
2439,4709169,0,4,4,4
2440,4709341,2,4,4,4
2441,4709405,0,2,2,4
2442,4709456,0,0,0,0
2443,4709458,0,0,0,0
2444,4709556,2,2,6,8
2445,4709664,0,0,0,0
2446,4709933,0,0,0,0
2447,4709970,0,0,0,0
2448,4710225,0,0,0,0
2449,4710241,2,4,6,8
2450,4710524,0,0,0,0
2451,4710723,0,0,0,0
2452,4710766,0,0,0,0
2453,4710851,0,0,0,0
2454,4710916,0,2,6,8
2455,4710917,2,4,6,10
2456,4710973,0,0,2,8
2457,4711209,0,0,0,2
2458,4711229,0,0,0,0
2459,4711285,2,2,2,8
2460,4711288,0,0,0,2
2461,4711294,2,2,2,8
2462,4711317,0,0,0,0
2463,4711533,0,0,0,2
2464,4711541,0,0,0,0
2465,4711623,2,2,4,4
2466,4712032,0,0,0,0
2467,4712069,2,4,6,10
2468,4712079,2,4,6,10
2469,4712086,0,2,6,6
2470,4712114,0,0,0,0
2471,4712123,0,0,0,2
2472,4712184,0,0,0,0
2473,4712245,0,0,0,0
2474,4712418,2,4,10,10
2475,4712863,2,2,6,10
2476,4712883,0,0,0,0
2477,4712890,0,0,0,0
2478,4712949,0,0,0,0
2479,4713050,0,0,0,0
2480,4713062,0,0,0,0
2481,4713126,0,0,0,2
2482,4713364,0,0,0,0
2483,4713595,0,0,0,2
2484,4713600,0,0,0,0
2485,4713888,0,2,4,4
2486,4713906,0,2,2,4
2487,4713907,0,0,0,0
2488,4713909,0,0,0,0
2489,4713978,0,0,0,0
2490,4713981,0,0,0,0
2491,4714007,0,0,0,0
2492,4714201,0,0,0,0
2493,4714425,0,0,0,2
2494,4714521,0,0,0,0
2495,4714620,0,0,0,0
2496,4714723,0,2,4,8
2497,4714726,0,0,4,8
2498,4715035,0,0,0,0
2499,4715037,0,0,0,0
2500,4715066,0,0,0,0
2501,4715067,0,0,0,0
2502,4715069,0,0,0,0
2503,4715112,0,0,0,0
2504,4715160,0,6,6,12
2505,4715163,0,0,2,2
2506,4715250,0,0,0,2
2507,4715300,0,0,0,0
2508,4715386,0,0,4,6
2509,4715586,2,4,6,12
2510,4715700,0,0,2,2
2511,4715798,0,2,2,4
2512,4715891,0,0,0,0
2513,4715958,0,0,0,2
2514,4716044,0,2,6,8
2515,4716138,0,0,0,2
2516,4716221,0,0,0,0
2517,4716356,0,0,0,0
2518,4716358,0,0,0,0
2519,4716436,0,0,0,0
2520,4716445,0,0,0,0
2521,4716464,0,0,0,0
2522,4716553,0,0,0,0
2523,4716557,0,0,0,0
2524,4716774,0,0,0,0
2525,4716857,0,0,0,0
2526,4716878,0,0,2,2
2527,4716946,0,2,2,2
2528,4716969,0,0,0,0
2529,4717125,0,0,0,2
2530,4717152,0,0,0,2
2531,4717285,0,0,0,0
2532,4717311,0,2,2,4
2533,4717325,0,2,6,6
2534,4717351,0,0,0,0
2535,4717469,4,4,4,8
2536,4717506,0,0,2,10
2537,4717762,0,0,0,0
2538,4717811,0,0,0,0
2539,4717815,0,0,2,4
2540,4717847,0,0,0,0
2541,4717989,0,0,0,0
2542,4717994,0,2,2,2
2543,4718015,0,2,2,4
2544,4718328,0,0,0,0
2545,4718378,0,0,6,10
2546,4718408,0,0,2,4
2547,4718409,0,0,2,4
2548,4718410,0,0,2,4
2549,4718412,0,0,0,4
2550,4718475,0,0,0,0
2551,4718543,0,0,0,0
2552,4718550,0,0,0,0
2553,4718672,0,0,0,0
2554,4718792,2,4,6,6
2555,4718793,2,4,6,6
2556,4718802,0,2,4,8
2557,4718886,0,0,0,0
2558,4718893,2,2,6,8
2559,4719163,0,0,0,0
2560,4719201,0,4,4,10
2561,4719222,0,0,0,0
2562,4719242,0,0,0,4
2563,4719251,0,0,0,0
2564,4719312,0,0,0,0
2565,4719317,0,0,0,0
2566,4719324,0,0,0,0
2567,4719331,0,0,0,0
2568,4719366,0,0,0,0
2569,4719604,0,0,0,0
2570,4719632,0,0,0,0
2571,4719668,0,0,0,0
2572,4719924,0,0,0,0
2573,4720008,0,0,0,2
2574,4720065,0,2,6,10
2575,4720089,0,0,0,4
2576,4720265,0,0,2,8
2577,4720274,0,0,0,0
2578,4720430,2,4,4,6
2579,4720568,0,2,6,6
2580,4720569,2,2,6,6
2581,4720700,0,0,2,4
2582,4720795,0,2,4,6
2583,4720796,0,0,2,8
2584,4720822,2,4,4,8
2585,4720991,2,4,4,8
2586,4720995,0,0,0,0
2587,4721017,0,0,0,0
2588,4721063,0,2,2,2
2589,4721158,0,0,0,0
2590,4721342,0,0,0,0
2591,4721627,0,4,4,10
2592,4721644,0,0,2,6
2593,4721648,0,0,0,0
2594,4721679,0,0,0,0
2595,4721799,0,2,4,8
2596,4721957,0,0,0,0
2597,4721959,0,0,0,0
2598,4721960,0,0,0,0
2599,4722009,0,0,0,2
2600,4722072,0,0,0,0
2601,4722324,0,0,0,0
2602,4722341,0,2,6,6
2603,4722392,0,0,4,6
2604,4722395,0,0,4,6
2605,4722424,0,0,0,0
2606,4722913,2,4,4,6
2607,4722929,0,0,2,4
2608,4722998,0,0,0,0
2609,4723019,0,0,0,0
2610,4723097,0,0,0,0
2611,4723130,0,0,0,0
2612,4723203,2,4,8,10
2613,4723212,0,0,0,0
2614,4723454,0,0,0,0
2615,4723484,0,0,0,0
2616,4723499,0,4,4,6
2617,4723543,0,2,2,6
2618,4723562,0,0,0,0
2619,4723891,0,2,4,4
2620,4723892,0,0,0,0
2621,4723921,0,0,0,0
2622,4723950,2,4,4,8
2623,4723951,0,4,4,8
2624,4724006,0,0,0,0
2625,4724049,0,2,4,8
2626,4724078,0,0,0,0
2627,4724085,0,0,0,0
2628,4724176,0,0,0,0
2629,4724186,0,0,0,0
2630,4724207,0,0,2,4
2631,4724269,0,0,4,8
2632,4724370,0,0,0,0
2633,4724387,0,0,2,4
2634,4724389,0,0,0,0
2635,4724577,0,0,0,0
2636,4724597,0,0,0,0
2637,4724833,2,4,4,8
2638,4724930,0,0,0,0
2639,4724944,0,0,0,2
2640,4725061,0,2,2,2
2641,4725076,0,0,0,0
2642,4725089,0,0,0,0
2643,4725120,0,0,0,0
2644,4725140,0,0,0,0
2645,4725163,0,0,0,0
2646,4725188,0,0,0,0
2647,4725190,0,0,0,0
2648,4725238,0,2,6,10
2649,4725445,0,0,0,0
2650,4725501,2,4,4,6
2651,4725508,2,2,4,8
2652,4725515,0,0,0,0
2653,4725673,0,0,0,0
2654,4725699,0,2,2,2
2655,4725735,0,0,4,6
2656,4725792,2,2,4,8
2657,4725820,0,0,0,2
2658,4725827,0,0,0,10
2659,4726015,0,0,0,0
2660,4726024,0,0,0,0
2661,4726025,0,0,0,0
2662,4726087,0,0,0,0
2663,4726203,0,2,6,6
2664,4726234,0,4,6,6
2665,4726238,2,4,10,10
2666,4726260,0,0,2,2
2667,4726263,0,0,4,6
2668,4726434,0,0,0,0
2669,4726437,0,0,0,0
2670,4726453,0,0,6,8
2671,4726547,0,4,6,6
2672,4726550,0,0,0,0
2673,4726711,0,0,0,0
2674,4726846,0,0,0,0
2675,4726884,0,0,0,0
2676,4727127,0,0,0,0
2677,4727136,0,0,0,4
2678,4727154,0,0,0,0
2679,4727217,0,0,0,2
2680,4727218,0,0,0,0
2681,4727219,0,0,2,4
2682,4727288,0,0,0,0
2683,4727294,0,0,0,0
2684,4727327,0,0,0,0
2685,4727388,2,2,2,6
2686,4727832,0,0,0,2
2687,4727847,0,0,6,8
2688,4727849,0,0,6,8
2689,4727851,0,0,0,0
2690,4728031,0,0,0,0
2691,4728046,0,0,0,0
2692,4728097,0,0,0,0
2693,4728197,0,0,0,2
2694,4728204,0,0,0,0
2695,4728399,0,0,2,4
2696,4728415,0,0,0,0
2697,4728521,0,0,6,8
2698,4728603,0,0,2,2
2699,4728608,0,2,2,2
2700,4728684,0,0,0,0
2701,4728687,0,0,0,0
2702,4728842,0,0,0,0
2703,4728850,0,0,0,0
2704,4728856,0,0,0,4
2705,4728940,0,0,4,4
2706,4729058,0,0,0,0
2707,4729096,0,2,2,4
2708,4729114,0,0,0,0
2709,4729173,0,0,0,0
2710,4729207,0,2,2,2
2711,4729219,0,2,2,4
2712,4729333,0,0,0,2
2713,4729503,0,0,0,0
2714,4729535,2,2,2,8
2715,4729537,0,0,4,6
2716,4729539,0,0,0,2
2717,4729541,0,0,0,0
2718,4729729,0,0,0,0
2719,4729730,0,0,0,0
2720,4729865,0,0,2,2
2721,4729891,0,0,0,0
2722,4730043,0,2,4,8
2723,4730192,0,0,0,0
2724,4730220,0,0,2,2
2725,4730242,2,4,4,6
2726,4730345,0,0,0,4
2727,4730350,2,4,8,10
2728,4730373,0,0,0,0
2729,4730475,0,0,0,0
2730,4730531,0,2,6,10
2731,4730731,2,4,4,6
2732,4730751,0,2,8,8
2733,4730752,0,0,0,0
2734,4730757,0,0,0,0
2735,4730763,0,0,0,4
2736,4730771,0,0,0,2
2737,4730772,2,2,2,8
2738,4730781,0,0,4,8
2739,4730782,2,2,4,8
2740,4730786,0,0,2,8
2741,4730831,0,0,0,0
2742,4730891,0,0,0,2
2743,4730921,0,0,2,4
2744,4730941,0,0,2,2
2745,4730968,0,0,0,0
2746,4731016,2,4,10,10
2747,4731067,0,0,0,0
2748,4731221,2,2,2,4
2749,4731264,2,2,2,4
2750,4731302,2,4,6,8
2751,4731319,0,4,6,6
2752,4731386,0,0,2,4
2753,4731559,0,0,4,4
2754,4731693,0,0,0,0
2755,4732027,0,0,0,0
2756,4732062,0,0,2,2
2757,4732155,0,0,0,0
2758,4732229,0,0,0,0
2759,4732662,0,0,4,6
2760,4732663,0,0,4,6
2761,4733030,0,2,2,6
2762,4733037,0,4,4,6
2763,4733048,2,4,6,10
2764,4733072,0,4,4,6
2765,4733183,0,0,0,0
2766,4733246,0,0,0,0
2767,4733344,0,0,0,4
2768,4733441,0,2,8,10
2769,4733494,0,0,6,10
2770,4733662,0,0,0,0
2771,4734056,0,0,0,0
2772,4734082,0,0,2,6
2773,4734185,0,0,4,6
2774,4734285,0,0,0,0
2775,4734691,0,0,0,0
2776,4734980,0,0,2,2
2777,4735132,0,2,6,6
2778,4735401,2,2,2,8
2779,4735404,2,2,2,8
2780,4735582,0,0,2,2
2781,4736001,0,2,4,6
2782,4736207,2,4,8,12
2783,4736229,0,0,0,0
2784,4736364,0,0,0,0
2785,4736427,0,0,0,0
2786,4736445,0,0,0,0
2787,4736540,0,0,0,0
2788,4736549,0,2,2,6
2789,4736774,0,0,0,2
2790,4736846,0,0,0,0
2791,4736880,0,2,4,10
2792,4736887,0,2,4,10
2793,4737081,0,2,6,10
2794,4737134,0,0,0,0
2795,4737149,0,0,2,6
2796,4737153,0,0,0,0
2797,4737503,0,0,0,0
2798,4737761,0,4,4,6
2799,4737837,0,4,4,8
2800,4737919,0,0,0,2
2801,4737997,0,0,0,4
2802,4738000,0,0,2,2
2803,4738032,0,2,8,10
2804,4738039,0,0,0,0
2805,4738110,0,0,0,2
2806,4738156,0,2,4,10
2807,4738194,0,4,6,8
2808,4738199,0,4,6,8
2809,4738201,0,2,2,4
2810,4738206,0,4,6,8
2811,4738220,0,0,2,2
2812,4738264,0,0,0,0
2813,4738447,0,0,0,2
2814,4738586,0,0,0,0
2815,4738589,0,0,0,0
2816,4738591,2,4,4,6
2817,4738594,0,0,0,4
2818,4738596,0,0,0,0
2819,4738597,0,6,6,10
2820,4738613,0,2,6,8
2821,4738614,0,2,6,8
2822,4738617,0,0,4,8
2823,4738619,0,0,4,8
2824,4738649,0,0,0,0
2825,4738710,0,4,8,10
2826,4738829,0,4,4,6
2827,4739299,0,0,0,0
2828,4739338,0,0,0,0
2829,4739350,0,2,2,6
2830,4739439,0,0,0,0
2831,4739617,0,0,0,0
2832,4739659,2,2,6,10
2833,4739665,0,4,6,8
2834,4739668,0,0,0,0
2835,4739707,0,0,0,0
2836,4739865,0,0,4,6
2837,4739984,0,0,0,0
2838,4740134,0,2,6,8
2839,4740202,0,0,0,2
2840,4740282,0,2,6,8
2841,4740317,0,0,0,0
2842,4740448,0,0,0,0
2843,4740470,0,0,0,0
2844,4740556,0,2,6,8
2845,4740697,0,6,8,10
2846,4740720,0,0,0,0
2847,4740774,0,0,0,0
2848,4740926,0,0,0,0
2849,4740930,0,0,0,0
2850,4740938,0,0,0,0
2851,4741102,0,2,4,4
2852,4741103,0,0,2,4
2853,4741106,0,0,0,0
2854,4741255,0,0,0,0
2855,4741277,0,0,0,6
2856,4741284,2,4,8,10
2857,4741296,0,2,4,8
2858,4741311,2,4,4,6
2859,4741314,2,2,4,8
2860,4741317,0,2,4,4
2861,4741319,0,0,0,0
2862,4741321,0,2,4,4
2863,4741325,0,4,4,6
2864,4741327,0,2,4,8
2865,4741329,0,0,0,0
2866,4741336,0,2,2,4
2867,4741346,0,0,0,0
2868,4741349,0,2,2,6
2869,4741469,0,0,0,0
2870,4741474,0,0,0,0
2871,4741476,0,0,0,0
2872,4741477,0,0,0,0
2873,4741479,0,0,0,0
2874,4741480,0,0,0,0
2875,4741490,0,0,0,0
2876,4741493,0,0,0,2
2877,4741494,0,0,0,0
2878,4741526,0,0,0,0
2879,4741532,0,0,0,0
2880,4741535,0,0,2,4
2881,4741540,0,0,0,0
2882,4741606,0,0,0,0
2883,4741630,0,0,0,0
2884,4741696,0,0,0,0
2885,4741705,0,0,0,0
2886,4741901,2,4,8,10
2887,4742086,0,0,0,0
2888,4742183,0,0,0,2
2889,4742346,0,4,6,8
2890,4742349,0,4,6,8
2891,4742582,0,0,2,2
2892,4742604,0,0,0,0
2893,4742616,0,0,0,0
2894,4742749,0,2,6,6
2895,4742763,0,0,0,0
2896,4742823,0,0,0,0
2897,4742840,0,0,0,0
2898,4742868,0,0,0,0
2899,4742884,0,0,0,0
2900,4742893,0,0,0,0
2901,4742908,0,0,0,2
2902,4742957,0,0,0,0
2903,4742960,0,0,0,0
2904,4743033,0,0,0,0
2905,4743329,0,0,0,0
2906,4743336,0,2,4,8
2907,4743351,0,0,0,0
2908,4743353,0,0,0,0
2909,4743360,0,0,0,0
2910,4743382,0,2,4,6
2911,4743458,0,0,0,0
2912,4743525,0,0,4,8
2913,4743668,0,0,0,0
2914,4743749,0,0,0,0
2915,4743794,0,0,0,0
2916,4743798,0,0,0,0
2917,4743809,0,2,2,8
2918,4743849,0,0,0,0
2919,4743896,0,0,6,6
2920,4743972,0,0,0,0
2921,4744004,0,0,0,0
2922,4744079,0,0,0,0
2923,4744222,0,0,0,0
2924,4744241,0,2,4,8
2925,4744265,2,4,6,6
2926,4744269,0,0,0,0
2927,4744559,0,0,0,0
2928,4744561,0,0,0,0
2929,4744564,0,2,4,8
2930,4744565,2,4,6,6
2931,4744569,0,0,0,0
2932,4744570,0,0,0,0
2933,4744621,0,2,4,10
2934,4744643,0,0,0,0
2935,4744653,0,2,6,8
2936,4744657,0,0,0,0
2937,4744703,0,2,4,8
2938,4744815,2,2,4,8
2939,4744818,0,2,2,6
2940,4744819,2,2,2,8
2941,4744961,0,2,2,4
2942,4744964,0,0,0,0
2943,4744966,0,0,0,0
2944,4744996,0,0,0,0
2945,4744999,0,2,6,10
2946,4745077,0,0,0,0
2947,4745241,0,0,0,0
2948,4745331,0,2,6,6
2949,4745396,0,2,2,6
2950,4745407,0,2,6,8
2951,4745409,0,2,2,8
2952,4745410,2,2,6,10
2953,4745467,0,0,0,0
2954,4745491,0,0,0,2
2955,4745493,0,0,0,4
2956,4745517,0,0,0,0
2957,4745524,0,0,0,0
2958,4745655,0,0,0,0
2959,4745712,0,0,0,2
2960,4745773,2,2,2,4
2961,4745789,0,0,0,0
2962,4745808,0,0,0,0
2963,4745838,0,0,0,2
2964,4745895,0,0,0,0
2965,4745996,0,2,2,4
2966,4746137,0,0,0,0
2967,4746166,0,0,0,0
2968,4746262,0,0,0,0
2969,4746405,0,0,0,0
2970,4746558,0,0,0,0
2971,4746751,0,0,4,8
2972,4746758,0,0,0,0
2973,4746764,0,2,6,8
2974,4746766,0,2,6,8
2975,4746772,0,0,0,0
2976,4746814,0,0,2,2
2977,4746946,0,2,4,4
2978,4747006,0,0,0,0
2979,4747044,2,4,4,8
2980,4747048,0,0,4,8
2981,4747259,2,2,6,6
2982,4747261,0,0,4,8
2983,4747263,0,4,6,8
2984,4747268,0,2,6,8
2985,4747289,0,4,6,8
2986,4747297,0,4,4,8
2987,4747307,0,2,6,10
2988,4747322,0,0,4,10
2989,4747644,0,0,6,10
2990,4747647,0,0,0,0
2991,4747677,0,0,4,8
2992,4747679,0,0,4,8
2993,4747692,0,0,0,0
2994,4747819,0,2,6,8
2995,4747820,0,2,6,8
2996,4748126,0,0,0,0
2997,4748209,0,0,0,0
2998,4748215,0,0,0,0
2999,4748219,0,0,0,4
3000,4748294,0,0,0,0
3001,4748312,0,0,0,0
3002,4748314,0,0,0,0
3003,4748390,2,4,6,6
3004,4748413,2,2,6,6
3005,4748590,0,0,0,0
3006,4748630,0,0,4,6
3007,4748651,0,2,4,8
3008,4748724,0,2,4,8
3009,4748817,0,0,0,0
3010,4748836,0,0,0,0
3011,4748916,0,0,0,0
3012,4748980,0,0,0,2
3013,4748995,0,0,0,0
3014,4749024,0,0,0,0
3015,4749059,0,0,4,8
3016,4749125,2,2,2,6
3017,4749410,0,0,0,2
3018,4749414,0,0,4,6
3019,4749456,0,0,0,0
3020,4749505,0,0,0,0
3021,4749579,0,0,0,0
3022,4749617,0,0,0,0
3023,4749701,0,2,2,4
3024,4749817,0,0,4,8
3025,4749872,0,0,0,0
3026,4749883,0,0,0,0
3027,4749919,2,4,6,8
3028,4749934,0,4,8,10
3029,4749935,0,0,0,0
3030,4749936,0,0,0,0
3031,4749937,0,0,0,2
3032,4749968,0,0,0,0
3033,4750049,0,2,4,10
3034,4750063,0,4,4,6
3035,4750245,0,2,2,2
3036,4750248,0,0,0,0
3037,4750258,2,4,6,8
3038,4750298,2,4,6,8
3039,4750357,0,2,6,6
3040,4750358,0,0,0,0
3041,4750365,0,0,0,0
3042,4750367,2,2,6,10
3043,4750368,2,4,6,8
3044,4750371,2,2,6,6
3045,4750377,2,2,2,8
3046,4750381,0,4,6,8
3047,4750384,2,4,6,8
3048,4750388,0,0,4,6
3049,4750397,0,0,4,6
3050,4750422,0,0,0,0
3051,4750424,0,0,0,0
3052,4750437,0,2,6,6
3053,4750440,0,2,4,10
3054,4750458,0,0,4,8
3055,4750506,0,0,4,6
3056,4750661,0,0,0,0
3057,4750664,0,0,0,0
3058,4750665,0,0,0,0
3059,4750666,0,0,0,0
3060,4750672,0,0,0,0
3061,4750703,0,0,0,0
3062,4750752,0,2,6,6
3063,4750819,2,2,6,8
3064,4750854,0,2,6,8
3065,4750953,0,0,0,4
3066,4750964,2,4,6,8
3067,4750965,0,0,2,8
3068,4750967,0,0,0,0
3069,4750970,0,2,6,8
3070,4750976,0,0,4,4
3071,4750978,2,2,6,6
3072,4750982,0,0,0,0
3073,4751041,2,2,4,8
3074,4751047,0,0,4,10
3075,4751311,2,4,6,10
3076,4751398,2,2,2,6
3077,4751456,2,2,2,6
3078,4751497,0,0,0,0
3079,4751569,0,2,6,8
3080,4751570,0,0,0,0
3081,4751586,0,0,0,0
3082,4751588,0,0,0,0
3083,4751597,0,4,4,6
3084,4751599,2,4,6,8
3085,4751643,2,4,10,10
3086,4751799,2,2,6,10
3087,4751892,0,0,0,0
3088,4751962,0,0,0,0
3089,4751973,0,0,0,0
3090,4751979,2,2,6,8
3091,4752020,0,0,0,0
3092,4752128,2,4,6,8
3093,4752172,0,0,4,4
3094,4752226,0,0,0,0
3095,4752227,0,0,0,0
3096,4752265,0,0,0,0
3097,4752361,0,4,6,10
3098,4752449,0,0,0,2
3099,4752518,0,0,0,0
3100,4752547,0,2,4,4
3101,4752618,0,0,0,0
3102,4752620,0,2,2,6
3103,4752737,2,4,10,10
3104,4752918,0,0,0,0
3105,4752921,0,0,0,0
3106,4752922,2,2,2,4
3107,4752955,0,0,0,0
3108,4753002,0,2,4,8
3109,4753049,0,0,2,2
3110,4753177,0,2,2,4
3111,4753194,0,0,0,2
3112,4753279,0,0,2,6
3113,4753318,0,2,4,8
3114,4753346,0,0,0,0
3115,4753704,0,0,0,0
3116,4753775,0,0,0,0
3117,4754004,0,2,2,6
3118,4754017,0,0,0,0
3119,4754055,0,2,4,4
3120,4754101,0,0,0,0
3121,4754109,2,2,4,8
3122,4754149,0,0,2,2
3123,4754167,0,0,2,6
3124,4754173,0,2,6,6
3125,4754232,0,0,0,0
3126,4754270,4,6,8,12
3127,4754379,0,0,2,4
3128,4754394,0,0,0,0
3129,4754401,0,2,2,6
3130,4754412,2,4,6,8
3131,4754427,0,2,4,8
3132,4754432,0,2,4,8
3133,4754435,0,0,0,0
3134,4754597,0,0,0,0
3135,4754649,0,2,2,4
3136,4755024,0,0,4,6
3137,4755339,2,4,8,10
3138,4755376,0,2,2,6
3139,4755459,0,4,4,10
3140,4755463,0,2,4,6
3141,4755464,0,0,0,2
3142,4755673,0,0,4,8
3143,4755717,0,2,6,6
3144,4755773,0,0,0,0
3145,4755846,0,2,2,4
3146,4756033,0,0,0,0
3147,4756134,0,0,0,0
3148,4756136,0,0,0,0
3149,4756156,0,2,2,2
3150,4756298,2,4,4,4
3151,4756394,0,0,0,0
3152,4756461,0,0,0,0
3153,4756596,0,0,0,0
3154,4756660,0,4,8,8
3155,4756680,0,2,4,8
3156,4756713,0,0,0,0
3157,4756781,0,0,0,0
3158,4756792,0,0,0,0
3159,4756836,0,0,2,6
3160,4756838,0,0,0,2
3161,4757082,0,0,0,0
3162,4757090,0,0,4,6
3163,4757091,0,0,4,6
3164,4757126,0,2,2,8
3165,4757134,0,4,6,8
3166,4757140,0,4,4,8
3167,4757141,0,0,4,6
3168,4757159,2,4,6,8
3169,4757303,0,0,0,0
3170,4757312,0,0,0,0
3171,4757461,0,2,6,6
3172,4757745,0,0,0,0
3173,4757757,0,0,0,0
3174,4757774,0,0,0,0
3175,4757788,0,0,0,0
3176,4757793,0,0,0,0
3177,4757854,0,4,4,6
3178,4757888,0,2,4,8
3179,4757965,0,2,4,8
3180,4758152,0,0,2,6
3181,4758283,0,2,6,10
3182,4758316,0,0,0,0
3183,4758324,0,0,2,2
3184,4758359,0,0,0,0
3185,4758366,0,0,0,0
3186,4758375,0,2,2,6
3187,4758376,2,2,6,10
3188,4758377,0,2,2,2
3189,4758639,0,0,0,0
3190,4758695,0,0,0,0
3191,4758701,0,2,4,8
3192,4758776,0,0,0,0
3193,4758820,0,0,0,0
3194,4759195,0,0,0,0
3195,4759210,0,0,0,0
3196,4759254,0,0,2,4
3197,4759282,0,0,2,4
3198,4759400,0,0,0,0
3199,4759535,0,0,0,0
3200,4759538,0,0,0,0
3201,4759547,0,0,0,0
3202,4759553,0,0,0,0
3203,4759600,0,2,6,8
3204,4759725,0,0,0,0
3205,4759753,2,2,2,6
3206,4759823,0,0,0,0
3207,4759920,0,0,4,4
3208,4759922,0,0,4,4
3209,4759980,0,0,0,0
3210,4760079,0,0,0,0
3211,4760218,0,0,0,0
3212,4760228,0,0,0,0
3213,4760250,0,4,4,6
3214,4760258,0,0,0,0
3215,4760261,0,0,0,0
3216,4760304,0,0,0,0
3217,4760317,2,4,6,8
3218,4760318,0,0,2,8
3219,4760518,0,0,0,0
3220,4760522,0,0,0,0
