,apt_ind,wi_quart_mi,wi_half_mi,wi_3_quart,wi_1_mi
1361,4623211,0,2,2,4
1362,4623218,0,4,6,10
1363,4623267,0,2,4,12
1364,4623276,0,4,4,6
1365,4623360,0,0,0,0
1366,4623560,0,0,4,8
1367,4623649,0,0,0,2
1368,4623753,0,2,6,8
1369,4623986,0,0,0,0
1370,4624063,0,0,0,0
1371,4624203,0,0,0,6
1372,4624222,0,0,0,0
1373,4624341,0,0,0,0
1374,4624410,0,0,0,0
1375,4624413,0,0,0,0
1376,4624427,0,0,4,8
1377,4624482,0,0,0,0
1378,4624517,0,0,0,0
1379,4624733,0,0,0,0
1380,4624780,2,2,2,4
1381,4624805,0,0,0,2
1382,4624816,0,0,0,0
1383,4624852,0,0,0,0
1384,4624883,0,2,4,8
1385,4624983,0,0,0,0
1386,4625239,0,2,2,6
1387,4625260,0,0,0,0
1388,4625289,0,0,0,0
1389,4625468,0,0,4,6
1390,4625529,0,0,0,0
1391,4625545,0,0,0,2
1392,4625601,0,0,0,0
1393,4625739,0,2,4,6
1394,4625826,0,0,0,0
1395,4625851,2,4,4,4
1396,4625856,2,4,4,4
1397,4626130,0,0,0,0
1398,4626177,0,0,0,0
1399,4626179,0,0,0,0
1400,4626702,4,4,6,8
1401,4626719,0,4,4,8
1402,4626755,0,0,8,8
1403,4626893,0,0,0,0
1404,4626907,0,0,0,0
1405,4626927,0,0,0,0
1406,4626930,0,0,0,0
1407,4627224,0,0,0,0
1408,4627225,0,0,0,0
1409,4627646,0,0,0,0
1410,4627650,0,0,0,0
1411,4627659,0,0,0,0
1412,4627769,0,0,0,2
1413,4627786,0,0,0,0
1414,4627789,0,0,0,2
1415,4628062,0,0,0,0
1416,4628161,0,0,2,4
1417,4628507,0,2,4,4
1418,4628623,0,2,2,2
1419,4628862,0,2,4,6
1420,4628992,0,0,0,0
1421,4629031,0,0,0,0
1422,4629049,0,2,4,10
1423,4629152,0,0,0,0
1424,4629187,0,0,0,0
1425,4629313,0,0,0,2
1426,4629397,0,0,0,0
1427,4629501,0,2,4,6
1428,4629587,0,0,0,0
1429,4629643,0,2,4,4
1430,4629821,0,0,2,4
1431,4630027,0,0,0,0
1432,4630046,0,4,4,10
1433,4630117,0,0,0,0
1434,4630209,0,4,4,6
1435,4630508,0,0,0,0
1436,4630579,0,0,0,0
1437,4630610,0,2,6,8
1438,4630612,0,2,6,8
1439,4630613,0,2,6,8
1440,4630617,0,2,6,8
1441,4630644,0,0,0,0
1442,4630678,0,2,4,8
1443,4630683,0,2,4,8
1444,4630690,0,2,4,10
1445,4630696,0,2,4,10
1446,4630699,0,2,4,10
1447,4630702,0,2,4,10
1448,4630703,0,2,4,10
1449,4630785,0,0,4,8
1450,4630848,0,2,2,2
1451,4630937,0,0,4,8
1452,4630955,2,2,6,8
1453,4630965,0,0,0,0
1454,4631028,0,0,0,0
1455,4631030,0,0,0,0
1456,4631212,0,0,2,10
1457,4631252,0,2,2,4
1458,4631289,2,2,2,4
1459,4631468,2,2,2,8
1460,4631504,0,4,4,6
1461,4631506,0,0,0,0
1462,4631524,0,0,0,0
1463,4631676,2,4,6,8
1464,4631726,0,0,2,6
1465,4631773,0,0,0,0
1466,4631792,0,2,2,4
1467,4631942,0,0,0,0
1468,4632045,0,0,0,0
1469,4632103,0,0,0,0
1470,4632118,0,2,2,4
1471,4632119,0,2,2,4
1472,4632177,0,0,0,0
1473,4632234,0,0,0,2
1474,4632367,0,0,0,0
1475,4632762,0,0,0,0
1476,4633077,0,2,4,6
1477,4633309,0,0,0,2
1478,4633416,0,0,0,0
1479,4633422,0,2,4,6
1480,4633480,0,0,0,0
1481,4633534,0,0,0,0
1482,4633536,0,0,0,0
1483,4633633,0,2,6,8
1484,4633662,0,0,0,0
1485,4633677,0,0,0,0
1486,4633702,0,0,0,0
1487,4633756,0,0,0,0
1488,4633776,0,0,0,0
1489,4633815,0,0,0,0
1490,4633887,0,0,0,4
1491,4633907,0,2,8,10
1492,4634242,0,0,0,0
1493,4634258,0,0,0,4
1494,4634287,0,0,0,0
1495,4634305,0,4,8,8
1496,4634338,0,4,4,6
1497,4634431,0,0,0,0
1498,4634554,0,0,4,8
1499,4634578,0,0,0,0
1500,4634637,0,0,0,0
1501,4634729,0,0,0,0
1502,4635056,0,0,0,2
1503,4635148,0,0,0,0
1504,4635173,2,6,6,8
1505,4635175,4,6,8,10
1506,4635186,0,0,0,0
1507,4635204,2,4,6,8
1508,4635210,0,0,0,0
1509,4635254,0,2,2,6
1510,4635312,0,0,0,0
1511,4635315,0,0,0,0
1512,4635316,0,0,0,0
1513,4635317,0,0,0,0
1514,4635356,0,0,4,8
1515,4635391,0,0,0,0
1516,4635428,0,4,4,6
1517,4635432,0,0,0,0
1518,4635720,0,2,8,10
1519,4635780,0,0,0,2
1520,4635821,2,2,4,8
1521,4635875,0,0,0,0
1522,4635937,0,0,2,6
1523,4635983,0,0,0,0
1524,4636040,0,0,0,0
1525,4636128,0,2,4,8
1526,4636153,0,0,0,0
1527,4636199,2,4,4,4
1528,4636246,0,0,0,2
1529,4636503,2,2,6,10
1530,4636607,0,0,0,0
1531,4636816,0,2,4,4
1532,4637089,0,0,0,0
1533,4637090,0,0,0,0
1534,4637091,0,0,0,0
1535,4637099,0,0,0,0
1536,4637150,0,2,2,6
1537,4637318,0,0,0,0
1538,4637417,0,0,2,2
1539,4637554,0,0,0,0
1540,4637634,2,4,6,8
1541,4637669,0,0,0,0
1542,4637677,0,0,0,0
1543,4637682,0,0,2,2
1544,4637694,0,0,0,0
1545,4637697,0,0,0,0
1546,4637730,0,0,0,2
1547,4637732,0,0,0,0
1548,4637947,0,0,0,0
1549,4638032,0,0,0,0
1550,4638036,0,0,0,0
1551,4638037,0,0,0,0
1552,4638150,0,0,0,4
1553,4638245,0,2,4,6
1554,4638411,0,0,4,8
1555,4638595,0,4,4,8
1556,4638621,0,0,0,0
1557,4638627,0,2,2,2
1558,4638666,0,0,0,0
1559,4638692,0,2,4,8
1560,4638696,0,0,2,2
1561,4638716,0,0,0,2
1562,4638781,0,0,0,0
1563,4638893,0,0,0,0
1564,4638979,0,0,0,0
1565,4639090,2,4,8,10
1566,4639320,0,8,10,16
1567,4639350,0,0,0,0
1568,4639402,2,4,6,6
1569,4639611,2,2,6,8
1570,4639923,0,2,4,6
1571,4640105,0,0,2,10
1572,4640177,0,0,2,10
1573,4640257,2,2,2,8
1574,4640313,2,4,4,8
1575,4640364,4,4,6,10
1576,4640410,0,2,6,8
1577,4640433,0,0,0,0
1578,4640435,0,0,0,0
1579,4640437,0,0,0,0
1580,4640438,0,0,0,0
1581,4640450,0,0,0,2
1582,4640488,0,2,2,2
1583,4640617,0,0,0,0
1584,4640723,0,0,0,0
1585,4640797,0,0,0,0
1586,4640801,0,0,0,0
1587,4640893,0,0,0,0
1588,4640957,0,2,4,6
1589,4641096,0,2,4,8
1590,4641103,2,2,6,8
1591,4641196,0,0,0,0
1592,4641343,0,2,8,10
1593,4641410,0,4,4,8
1594,4641459,0,0,2,4
1595,4641491,2,4,6,10
1596,4641663,0,0,0,0
1597,4641699,0,0,0,0
1598,4641844,0,0,0,0
1599,4641882,0,0,0,0
1600,4642075,0,0,0,0
1601,4642083,0,2,4,4
1602,4642262,0,2,2,6
1603,4642342,0,2,2,6
1604,4642539,0,0,4,6
1605,4642600,0,0,0,0
1606,4642721,0,2,4,10
1607,4642779,0,2,4,8
1608,4642909,0,0,0,8
1609,4643067,0,0,0,0
1610,4643085,0,0,0,2
1611,4643205,0,0,0,0
1612,4643217,0,0,2,4
1613,4643279,0,0,0,2
1614,4643321,0,2,6,8
1615,4643401,0,0,0,0
1616,4643521,0,0,0,0
1617,4643524,0,0,0,0
1618,4643528,0,0,0,0
1619,4643674,0,2,6,12
1620,4643737,0,0,0,0
1621,4643744,0,0,0,0
1622,4643944,0,0,0,0
1623,4644059,2,4,8,10
1624,4644213,0,0,0,0
1625,4644217,0,0,0,0
1626,4644312,0,0,0,2
1627,4644353,0,0,2,6
1628,4644674,0,0,0,2
1629,4644925,0,0,0,0
1630,4645144,0,2,4,4
1631,4645202,0,0,0,2
1632,4645242,0,0,4,8
1633,4645305,0,0,0,2
1634,4645306,0,0,0,2
1635,4645445,0,0,0,0
1636,4645571,0,0,0,0
1637,4645657,2,4,6,10
1638,4645706,0,0,0,0
1639,4645815,0,0,0,2
1640,4645825,0,0,0,0
1641,4645851,0,0,0,0
1642,4645852,0,0,0,0
1643,4645858,0,0,0,0
1644,4645872,0,0,0,0
1645,4645935,0,2,2,2
1646,4645938,2,4,4,6
1647,4645950,2,2,2,4
1648,4646086,0,0,0,0
1649,4646138,2,2,4,4
1650,4646222,0,0,0,0
1651,4646227,0,0,0,0
1652,4646229,0,0,0,0
1653,4646233,0,0,0,0
1654,4646252,0,0,0,2
1655,4646316,0,0,4,6
1656,4646366,0,0,0,0
1657,4646390,0,0,0,0
1658,4646604,4,6,8,10
1659,4646744,0,0,0,0
1660,4646813,0,0,0,0
1661,4646822,0,0,0,0
1662,4646867,0,0,0,2
1663,4646893,0,0,0,2
1664,4646911,0,0,4,6
1665,4646984,0,0,0,0
1666,4646987,0,4,6,8
1667,4646989,0,0,0,0
1668,4647480,0,0,0,0
1669,4647481,0,0,0,0
1670,4647561,0,0,2,4
1671,4647569,0,0,0,0
1672,4647576,0,0,0,0
1673,4647580,0,0,0,0
1674,4647604,0,0,0,0
1675,4647606,0,0,0,0
1676,4647607,0,0,0,0
1677,4647611,0,0,0,2
1678,4647666,0,0,2,4
1679,4647748,0,0,0,0
1680,4647751,0,0,6,10
1681,4647753,2,2,2,6
1682,4648038,0,4,6,6
1683,4648071,0,0,2,2
1684,4648075,0,0,0,0
1685,4648095,0,4,4,6
1686,4648252,0,0,6,10
1687,4648344,0,0,2,4
1688,4648350,0,0,2,4
1689,4648598,2,4,6,8
1690,4648704,0,0,0,0
1691,4648761,0,4,4,6
1692,4648795,0,2,4,6
1693,4649142,0,0,0,0
1694,4649218,0,0,0,2
1695,4649236,2,4,6,8
1696,4649350,0,0,0,0
1697,4649370,0,0,0,0
1698,4649386,0,0,0,0
1699,4649418,0,0,2,4
1700,4649427,0,2,2,4
1701,4649834,0,2,4,4
1702,4649994,0,4,4,8
1703,4650022,0,4,4,6
1704,4650142,2,4,4,8
1705,4650338,0,0,0,0
1706,4650364,0,0,0,0
1707,4650417,0,0,0,0
1708,4650618,0,0,0,0
1709,4650646,0,2,6,6
1710,4650687,0,0,0,0
1711,4650718,0,0,0,0
1712,4650756,0,0,0,0
1713,4650774,0,0,2,2
1714,4650793,0,0,0,2
1715,4650807,0,0,2,4
1716,4650810,0,0,2,4
1717,4650869,0,0,0,0
1718,4650892,0,0,4,8
1719,4651227,0,0,0,0
1720,4651285,0,0,0,2
1721,4651477,0,0,4,6
1722,4651532,0,4,4,10
1723,4651552,2,4,4,8
1724,4651721,0,0,0,0
1725,4651761,0,0,0,2
1726,4652103,0,0,0,0
1727,4652120,0,0,0,0
1728,4652129,0,0,0,0
1729,4652211,0,2,8,10
1730,4652309,0,0,0,2
1731,4652316,0,0,0,2
1732,4652374,0,0,6,6
1733,4652476,0,0,0,0
1734,4652483,0,0,0,0
1735,4652575,0,0,0,0
1736,4652602,0,0,0,0
1737,4652658,0,2,2,4
1738,4652686,0,0,0,2
1739,4653079,0,0,2,6
1740,4653083,0,0,4,4
1741,4653121,2,4,4,8
1742,4653360,0,0,0,0
1743,4653540,0,0,0,0
1744,4653644,0,0,0,0
1745,4653824,2,4,6,8
1746,4653963,0,2,4,4
1747,4653989,0,6,10,10
1748,4654039,0,0,0,0
1749,4654046,0,0,4,6
1750,4654052,2,4,6,8
1751,4654120,2,4,6,8
1752,4654172,0,0,2,4
1753,4654539,0,0,4,8
1754,4654596,0,2,2,4
1755,4654634,0,0,0,0
1756,4654764,2,2,2,2
1757,4654806,0,2,2,6
1758,4654807,0,2,2,6
1759,4654824,0,0,0,0
1760,4654869,0,2,6,6
1761,4655033,0,0,0,0
1762,4655282,0,0,0,0
1763,4655398,2,4,8,12
1764,4655404,0,0,0,0
1765,4655443,0,0,0,0
1766,4655486,0,0,0,0
1767,4655524,2,2,2,6
1768,4655741,0,0,4,4
1769,4655982,0,0,0,0
1770,4656342,0,0,0,0
1771,4656365,0,0,2,4
1772,4656489,0,2,2,4
1773,4656558,0,0,4,8
1774,4656877,0,0,0,0
1775,4656890,0,0,0,0
1776,4657069,0,2,4,4
1777,4657107,0,0,0,0
1778,4657194,2,2,2,8
1779,4657255,0,0,0,0
1780,4657295,2,4,8,10
1781,4657405,0,0,0,0
1782,4657412,0,0,0,0
1783,4657420,2,6,8,10
1784,4657488,0,0,0,0
1785,4657517,0,2,4,10
1786,4657549,0,0,0,0
1787,4657564,0,0,4,10
1788,4657647,0,0,4,8
1789,4657675,0,2,2,2
1790,4657871,0,0,0,0
1791,4657877,0,0,0,0
1792,4658168,0,4,8,12
1793,4658358,0,2,4,8
1794,4658465,2,4,6,8
1795,4658537,0,2,2,2
1796,4658567,2,4,4,6
1797,4658661,0,0,0,0
1798,4658859,0,0,4,10
1799,4658965,0,0,2,2
1800,4658969,0,0,0,0
1801,4659019,0,2,6,8
1802,4659062,0,2,2,6
1803,4659071,0,2,6,6
1804,4659175,0,0,0,0
1805,4659231,0,4,8,12
1806,4659247,0,0,0,0
1807,4659296,0,0,0,0
1808,4659314,0,0,0,0
1809,4659369,0,0,2,4
1810,4659376,0,0,2,4
1811,4659380,2,4,6,8
1812,4659646,0,0,6,8
1813,4659680,0,0,0,0
1814,4659705,0,0,0,0
1815,4659707,0,0,0,0
1816,4659882,0,0,0,0
1817,4660185,0,0,0,0
1818,4660218,0,0,0,0
1819,4660243,0,0,0,0
1820,4660281,0,0,0,0
1821,4660348,0,4,4,8
1822,4660525,0,2,4,10
1823,4660659,2,2,8,10
1824,4660704,0,0,2,6
1825,4660708,0,0,4,8
1826,4660717,0,0,2,6
1827,4660744,0,0,0,0
1828,4660787,0,0,0,0
1829,4660799,0,0,6,6
1830,4660928,0,0,0,0
1831,4660960,0,0,0,4
1832,4660967,0,0,0,4
1833,4661066,0,2,2,2
1834,4661108,0,0,0,0
1835,4661137,0,0,0,0
1836,4661227,0,2,4,8
1837,4661265,0,0,0,0
1838,4661298,0,0,0,0
1839,4661338,0,0,0,0
1840,4661343,2,4,6,8
1841,4661934,0,0,0,0
1842,4661991,0,0,0,0
1843,4662028,0,0,0,0
1844,4662299,0,0,4,8
1845,4662566,0,0,0,0
1846,4662659,0,0,0,0
1847,4662683,0,0,0,0
1848,4662703,0,0,0,0
1849,4662820,0,0,0,0
1850,4663194,0,0,0,0
1851,4663268,0,0,0,0
1852,4663280,0,0,0,0
1853,4663301,0,0,0,0
1854,4663477,0,4,4,6
1855,4663534,0,0,0,0
1856,4663662,0,0,4,10
1857,4663870,0,2,4,8
1858,4663919,0,0,0,0
1859,4663959,0,0,0,0
1860,4663988,0,0,0,0
1861,4664042,2,4,4,8
1862,4664043,0,0,0,0
1863,4664090,0,4,4,10
1864,4664146,0,0,2,8
1865,4664202,0,0,0,4
1866,4664207,0,0,0,4
1867,4664319,0,0,0,0
1868,4664334,0,0,0,0
1869,4664491,0,0,0,0
1870,4664534,0,0,0,0
1871,4664559,0,0,0,0
1872,4664606,0,0,0,0
1873,4664652,2,2,2,2
1874,4664724,0,0,0,0
1875,4664771,0,0,4,10
1876,4664818,0,0,0,0
1877,4664860,0,0,0,0
1878,4664911,0,0,0,2
1879,4664923,0,0,4,10
1880,4664951,0,0,0,0
1881,4664958,0,0,0,0
1882,4665057,0,2,6,10
1883,4665088,0,4,4,6
1884,4665258,0,0,0,4
1885,4665326,0,0,0,0
1886,4665394,0,0,2,6
1887,4665483,2,4,8,10
1888,4665507,0,0,0,0
1889,4665556,0,0,0,0
1890,4665575,0,0,0,0
1891,4665746,0,0,0,0
1892,4665834,0,0,0,0
1893,4665974,0,0,0,0
1894,4666070,0,2,6,10
1895,4666114,0,0,0,0
1896,4666127,0,0,0,4
1897,4666299,0,2,8,8
1898,4666470,0,0,4,8
1899,4666496,0,0,0,2
1900,4666504,0,2,4,8
1901,4666623,0,0,2,8
1902,4666699,0,0,0,0
1903,4666760,0,0,0,0
1904,4666786,0,0,0,0
1905,4666789,2,2,6,8
1906,4666829,0,0,0,2
1907,4666838,0,0,0,0
1908,4667036,2,4,6,8
1909,4667087,0,0,2,4
1910,4667090,0,0,0,2
1911,4667176,0,0,0,0
1912,4667389,0,2,6,10
1913,4667925,0,2,2,6
1914,4667950,0,0,0,0
1915,4668037,0,2,6,8
1916,4668068,0,0,0,4
1917,4668169,0,0,0,0
1918,4668188,0,0,0,0
1919,4668257,0,0,2,4
1920,4668318,0,0,0,0
1921,4668331,0,0,2,4
1922,4668544,0,0,2,4
1923,4668729,0,0,0,4
1924,4668844,0,2,2,2
1925,4668910,0,0,0,0
1926,4669396,0,0,0,0
1927,4669405,0,4,4,6
1928,4669422,0,0,0,0
1929,4669515,0,0,0,0
1930,4669523,0,0,0,0
1931,4669581,0,0,4,8
1932,4669674,0,0,0,0
1933,4669680,0,0,0,0
1934,4669831,0,0,0,0
1935,4669841,0,0,0,2
1936,4669979,0,0,0,0
1937,4670091,0,4,8,8
1938,4670157,0,0,2,4
1939,4670187,0,0,0,0
1940,4670312,0,2,4,8
1941,4670534,0,0,0,2
1942,4670562,0,0,0,0
1943,4670767,0,0,2,4
1944,4670873,0,0,0,0
1945,4670952,0,0,2,2
1946,4671122,0,0,0,2
1947,4671166,0,0,0,2
1948,4671174,0,0,0,0
1949,4671220,0,0,0,0
1950,4671221,0,2,4,6
1951,4671355,0,0,0,0
1952,4671390,0,2,2,4
1953,4671522,0,2,4,10
1954,4671610,0,0,0,0
1955,4671622,0,0,0,0
1956,4671770,0,2,2,2
1957,4672013,0,2,4,12
1958,4672032,0,0,0,0
1959,4672128,0,0,0,0
1960,4672238,0,2,6,10
1961,4672344,0,0,0,0
1962,4672369,0,0,0,2
1963,4672370,0,2,2,2
1964,4672422,0,0,0,0
1965,4672535,0,2,2,2
1966,4672538,0,2,2,2
1967,4672549,0,0,0,0
1968,4672554,0,0,0,2
1969,4672563,0,0,6,10
1970,4672652,0,0,0,4
1971,4672657,0,0,0,0
1972,4672690,0,0,0,0
1973,4672824,0,0,0,4
1974,4672873,0,2,4,4
1975,4672938,0,2,2,6
1976,4673001,0,0,0,0
1977,4673054,0,0,0,2
1978,4673060,0,0,0,0
1979,4673241,0,0,0,0
1980,4673291,0,0,0,0
1981,4673318,0,0,0,2
1982,4673388,0,0,0,0
1983,4673554,0,0,0,0
1984,4673616,0,2,2,4
1985,4673647,0,2,4,8
1986,4673742,0,0,0,0
1987,4673806,2,2,4,6
1988,4673814,0,2,4,4
1989,4673815,0,2,2,2
1990,4673819,0,0,0,0
1991,4673822,2,2,4,4
1992,4673891,0,0,0,0
1993,4673991,0,0,0,0
1994,4674019,0,2,8,10
1995,4674084,0,2,6,6
1996,4674093,0,0,0,0
1997,4674096,0,0,0,0
1998,4674098,0,0,0,0
1999,4674100,0,0,0,0
2000,4674102,0,0,0,0
2001,4674256,0,0,0,10
2002,4674323,2,4,6,8
2003,4674334,0,0,4,10
2004,4674481,0,2,4,6
2005,4674574,0,0,0,0
2006,4674612,0,0,0,0
2007,4674626,0,0,0,0
2008,4674659,0,0,0,0
2009,4674695,0,2,6,10
2010,4674759,2,4,6,10
2011,4674974,0,2,2,4
2012,4675030,0,0,0,0
2013,4675241,0,2,6,10
2014,4675249,0,0,2,2
2015,4675275,0,0,2,4
2016,4675311,2,2,2,2
2017,4675344,0,0,0,0
2018,4675376,0,2,4,8
2019,4675751,0,0,0,2
2020,4675785,0,0,0,0
2021,4675866,0,0,0,0
2022,4675879,0,0,0,0
2023,4675881,0,0,0,0
2024,4675890,0,0,0,0
2025,4675903,0,0,0,0
2026,4676111,2,4,6,8
2027,4676208,0,0,2,8
2028,4676220,0,0,0,0
2029,4676294,0,0,0,0
2030,4676466,0,0,0,4
2031,4676489,0,0,4,4
2032,4676510,0,0,0,0
2033,4676743,0,0,0,0
2034,4676918,0,0,0,0
2035,4676942,0,0,0,0
2036,4677050,0,2,4,4
2037,4677112,0,0,0,0
2038,4677163,0,0,0,0
2039,4677196,0,0,0,6
2040,4677280,0,0,4,8
2041,4677283,0,0,6,8
2042,4677299,0,0,0,0
2043,4677517,0,0,0,0
2044,4677708,0,0,0,0
2045,4677713,0,0,0,0
2046,4677716,0,0,0,0
2047,4677719,0,0,0,0
2048,4677823,0,0,0,0
2049,4677866,0,0,2,6
2050,4677907,0,0,0,0
2051,4677908,0,0,0,0
2052,4677969,0,0,2,2
2053,4678108,0,0,0,0
2054,4678117,0,0,0,0
2055,4678182,0,0,0,0
2056,4678221,0,0,0,0
2057,4678391,0,2,4,4
2058,4678392,0,0,0,0
2059,4678393,0,0,0,0
2060,4678395,0,0,0,0
2061,4678397,0,0,0,0
2062,4678398,0,0,0,0
2063,4678399,0,0,0,0
2064,4678400,0,0,0,0
2065,4678401,0,0,0,0
2066,4678403,0,0,0,0
2067,4678404,0,0,0,0
2068,4678405,0,0,0,0
2069,4678414,0,0,0,0
2070,4678536,0,0,0,0
2071,4678762,0,0,0,2
2072,4678766,0,0,0,0
2073,4678862,0,0,0,0
2074,4678895,0,0,0,4
2075,4679038,0,0,0,0
2076,4679509,0,2,2,4
2077,4679615,0,0,0,0
2078,4679655,0,0,0,0
2079,4679682,0,0,0,2
2080,4679812,0,4,6,10
2081,4680030,0,2,4,8
2082,4680037,0,0,0,0
2083,4680086,2,2,2,2
2084,4680091,2,2,6,8
2085,4680109,0,4,4,10
2086,4680404,0,0,0,0
2087,4680505,0,0,0,4
2088,4680533,0,0,0,0
2089,4680540,0,0,0,0
2090,4680551,0,0,0,0
2091,4680726,0,0,2,10
2092,4680727,0,2,4,10
2093,4680728,0,2,4,6
2094,4680731,0,0,2,10
2095,4680733,0,4,4,10
2096,4680734,0,4,4,10
2097,4680735,0,4,6,8
2098,4680736,0,4,4,8
2099,4680737,0,0,6,6
2100,4680740,0,4,4,8
2101,4680741,0,4,4,8
2102,4680742,2,4,6,8
2103,4681100,0,2,2,2
2104,4681138,0,0,0,0
2105,4681447,0,0,0,0
2106,4681684,0,0,2,4
2107,4681833,0,0,0,0
2108,4681909,2,4,4,8
2109,4681988,0,0,0,0
2110,4682035,0,0,0,0
2111,4682067,0,0,0,0
2112,4682081,0,0,0,0
2113,4682337,0,0,0,0
2114,4682426,0,0,0,2
2115,4682569,0,0,0,0
2116,4682595,0,0,2,4
2117,4682596,0,0,0,0
2118,4682642,0,0,4,8
2119,4682655,0,2,4,8
2120,4682747,0,4,6,8
2121,4682815,0,0,0,0
2122,4682914,0,0,0,0
2123,4682956,2,4,6,8
2124,4683033,0,0,0,2
2125,4683065,0,0,0,0
2126,4683283,2,2,2,6
2127,4683397,0,0,0,0
2128,4683414,0,2,6,10
2129,4683577,0,0,0,0
2130,4683585,0,0,0,0
2131,4683588,0,0,0,0
2132,4683872,0,0,0,0
2133,4683877,0,0,2,6
2134,4683879,0,0,0,2
2135,4683884,2,6,6,8
2136,4683904,0,2,4,8
2137,4683937,0,2,4,8
2138,4683952,0,0,0,0
2139,4684025,2,2,6,12
2140,4684156,0,0,0,2
2141,4684193,0,0,0,0
2142,4684245,0,2,2,4
2143,4684257,0,2,6,6
2144,4684258,0,0,0,0
2145,4684272,0,0,0,0
2146,4684276,0,4,4,6
2147,4684488,0,0,0,0
2148,4684497,0,0,4,4
2149,4684501,0,0,0,0
2150,4684514,0,2,4,4
2151,4684556,0,0,0,0
2152,4684634,0,0,2,4
2153,4684650,0,0,2,8
2154,4684663,0,0,0,0
2155,4684851,0,0,0,0
2156,4684963,0,0,0,0
2157,4685359,0,0,0,0
2158,4685533,0,0,0,0
2159,4685678,0,0,0,0
2160,4685700,0,0,0,0
2161,4685900,0,0,0,0
2162,4685921,0,0,0,0
2163,4685963,0,0,0,0
2164,4686034,0,2,2,4
2165,4686065,0,0,0,0
2166,4686073,2,4,8,10
2167,4686075,2,4,8,10
2168,4686076,0,4,8,10
2169,4686079,0,4,6,10
2170,4686080,0,4,6,10
2171,4686081,2,2,4,8
2172,4686146,0,4,4,8
2173,4686152,0,2,4,10
2174,4686233,0,0,0,0
2175,4686266,0,0,2,6
2176,4686277,0,2,4,4
2177,4686382,0,0,0,0
2178,4686422,0,0,0,0
2179,4686447,0,0,2,8
2180,4686453,0,0,2,8
2181,4686530,0,2,2,2
2182,4686554,0,0,0,0
2183,4686579,0,0,2,4
2184,4686896,0,2,2,2
2185,4686931,0,2,2,4
2186,4686989,0,0,0,0
2187,4687148,0,0,0,0
2188,4687168,0,0,0,0
2189,4687471,0,2,4,6
2190,4687595,0,0,0,0
2191,4687621,0,0,0,0
2192,4687637,0,0,0,2
2193,4687750,0,2,4,6
2194,4687985,0,2,4,10
2195,4688092,0,0,0,0
2196,4688094,0,0,0,0
2197,4688096,0,2,6,10
2198,4688097,0,0,0,0
2199,4688099,0,0,0,0
2200,4688262,0,2,4,10
2201,4688290,0,0,0,0
2202,4688345,0,0,0,2
2203,4688404,2,4,6,10
2204,4688418,0,0,0,0
2205,4688451,0,0,2,6
2206,4688457,0,0,0,0
2207,4688648,0,0,0,0
2208,4688742,0,0,0,0
2209,4688880,0,0,0,0
2210,4688889,0,0,2,4
2211,4689055,0,2,6,6
2212,4689064,0,2,4,8
2213,4689205,0,0,0,0
2214,4689247,0,4,4,6
2215,4689475,0,0,0,2
2216,4689555,0,0,0,2
2217,4689657,0,2,2,6
2218,4689754,0,0,0,0
2219,4689796,0,0,2,2
2220,4689876,0,0,0,0
2221,4689904,0,0,0,2
2222,4689955,0,0,0,0
2223,4690012,0,0,0,0
2224,4690057,0,0,0,2
2225,4690130,0,0,4,10
2226,4690656,0,4,6,10
2227,4690692,0,2,6,8
2228,4690714,0,0,0,0
2229,4690725,0,0,0,0
2230,4690782,0,0,4,8
2231,4690787,2,2,6,10
2232,4690817,0,4,4,6
2233,4690842,0,0,0,2
2234,4690857,0,0,0,0
2235,4690868,0,4,4,8
2236,4691060,0,2,4,10
2237,4691240,0,0,0,0
2238,4691258,2,4,6,10
2239,4691288,0,4,4,8
2240,4691361,0,0,0,0
2241,4691369,0,0,0,0
2242,4691370,0,0,0,0
2243,4691372,0,0,0,0
2244,4691678,2,4,6,6
2245,4691755,0,0,0,0
2246,4691925,2,2,2,8
2247,4691950,2,2,2,6
2248,4691978,0,0,0,0
2249,4692046,0,0,0,0
2250,4692379,0,0,0,0
2251,4692450,0,0,0,0
2252,4692506,0,2,4,10
2253,4692507,0,2,4,10
2254,4692558,0,4,4,8
2255,4692657,0,0,2,6
2256,4692658,0,0,2,6
2257,4692659,0,0,2,6
2258,4692661,0,0,2,6
2259,4692831,0,0,0,0
2260,4692924,0,0,0,0
2261,4692988,0,2,2,2
2262,4693293,0,0,0,0
2263,4693355,0,0,0,0
2264,4693377,0,0,0,0
2265,4693427,0,4,4,4
2266,4693587,0,0,0,0
2267,4693593,0,0,0,0
2268,4693782,0,0,0,0
2269,4693784,0,2,2,4
2270,4693916,0,0,0,0
2271,4694105,2,4,4,8
2272,4694124,0,0,0,0
2273,4694132,0,0,2,6
2274,4694168,0,4,4,6
2275,4694260,2,2,2,2
2276,4694402,0,0,8,8
2277,4694408,0,4,8,10
2278,4694422,0,4,8,10
2279,4694436,0,0,0,0
2280,4694475,0,0,2,2
2281,4694495,0,0,0,0
2282,4694564,0,0,0,0
2283,4694614,0,0,0,0
2284,4694710,0,0,2,6
2285,4694969,0,0,0,0
2286,4695005,0,0,4,8
2287,4695013,2,4,6,8
2288,4695042,0,4,4,6
2289,4695067,0,0,0,0
2290,4695116,0,0,2,6
