,GEOID,Name,RegionID
0,170310306041,Edgewater Beach,403257
1,170310306042,Edgewater Beach,403257
2,170310306043,Edgewater Beach,403257
3,170310307011,Edgewater Beach,403257
4,170310307021,Edgewater Beach,403257
5,170310307022,Edgewater Beach,403257
6,170310307032,Edgewater Beach,403257
7,170310307062,Edgewater Beach,403257
8,170310308004,Edgewater Beach,403257
8,170310308004,Andersonville,269567
8,170310308004,Lakewood - Balmoral,403260
9,170310309004,Andersonville,269567
9,170310309004,Bowmanville,403263
10,170310310003,Ravenswood,33597
11,170310312001,Uptown,269609
12,170310312004,Uptown,269609
12,170310312004,Edgewater Beach,403257
13,170310314005,Buena Park,403264
13,170310314005,Lake View,269589
14,170310315012,Uptown,269609
14,170310315012,Margate Park,403266
15,170310315022,Uptown,269609
16,170310317003,Sheridan Park,403265
16,170310317003,Ravenswood,33597
17,170310319002,North Center,269600
17,170310319002,South East Ravenswood,403293
17,170310319002,Graceland West,403267
17,170310319002,Ravenswood,33597
18,170310321004,Buena Park,403264
19,170310401003,Budlong Woods,403262
19,170310401003,Bowmanville,403263
20,170310402014,Ravenswood,33597
20,170310402014,Lincoln Square,269591
21,170310402023,Budlong Woods,403262
22,170310403003,Albany Park,269566
22,170310403003,Ravenswood,33597
22,170310403003,North Park,276477
22,170310403003,Budlong Woods,403262
23,170310404013,Ravenswood,33597
23,170310404013,Bowmanville,403263
24,170310404022,Ravenswood,33597
24,170310404022,Bowmanville,403263
25,170310406001,Ravenswood,33597
26,170310407002,Ravenswood Gardens,403261
26,170310407002,Ravenswood,33597
26,170310407002,Lincoln Square,269591
27,170310408001,Ravenswood Gardens,403261
27,170310408001,Ravenswood,33597
28,170310503001,North Center,269600
28,170310503001,Ravenswood Gardens,403261
28,170310503001,Ravenswood,33597
29,170310505001,North Center,269600
30,170310505003,North Center,269600
31,170310506002,Roscoe Village,403292
31,170310506002,Lake View,269589
31,170310506002,North Center,269600
32,170310510001,Roscoe Village,403292
32,170310510001,Lake View,269589
33,170310513001,Roscoe Village,403292
33,170310513001,Lake View,269589
34,170310514002,Bucktown,137603
34,170310514002,Lathrop Homes,403296
34,170310514002,Avondale,269573
34,170310514002,Lake View,269589
35,170310602001,North Center,269600
35,170310602001,South East Ravenswood,403293
35,170310602001,Graceland West,403267
35,170310602001,Ravenswood,33597
36,170310603002,Roscoe Village,403292
36,170310603002,Lake View,269589
36,170310603002,North Center,269600
37,170310605001,Wrigleyville,403294
37,170310605001,Buena Park,403264
37,170310605001,Lake View,269589
37,170310605001,Graceland West,403267
38,170310609002,Lake View East,403295
38,170310609002,Lake View,269589
39,170310609005,Lake View East,403295
40,170310615001,Lake View,269589
41,170310619014,Lake View East,403295
42,170310621002,Wrigleyville,403294
42,170310621002,Lake View,269589
43,170010001001,,
44,170010001002,,
45,170010001003,,
46,170010001004,,
47,170010001005,,
48,170010002021,,
49,170010004002,,
50,170010005002,,
51,170010006002,,
52,170010008003,,
53,170010010011,,
54,170010010021,,
55,170010011004,,
56,170010102002,,
57,170010103006,,
58,170010105001,,
59,170010106005,,
60,170039578002,,
61,170039579002,,
62,170059513002,,
63,170059515004,,
64,170070102001,,
65,170070103002,,
66,170070105001,,
67,170070105004,,
68,170070106023,,
69,170099705001,,
70,170119647004,,
71,170119649003,,
72,170119650003,,
73,170119651002,,
74,170119652002,,
75,170119654001,,
76,170119655001,,
77,170119655003,,
78,170119656002,,
79,170159601002,,
80,170159601003,,
81,170159601004,,
82,170159603003,,
83,170159604002,,
84,170179603003,,
85,170179604001,,
86,170179604002,,
87,170179605003,,
88,170190003011,,
89,170190003023,,
90,170190004021,,
91,170190005003,,
92,170190007002,,
93,170190009012,,
94,170190010001,,
95,170190011001,,
96,170190012011,,
97,170190012032,,
98,170190012051,,
99,170190012062,,
100,170190013014,,
101,170190014002,,
102,170190053003,,
103,170190054014,,
104,170190054023,,
105,170190056002,,
106,170190057011,,
107,170190058001,Downtown,762883
108,170190058005,,
109,170190060002,,
110,170190101005,,
111,170190102044,,
112,170190103001,,
113,170190103002,,
114,170190104001,,
115,170190104005,,
116,170190106012,,
117,170190107002,,
118,170190107004,,
119,170190108005,,
120,170190109007,,
121,170190110003,,
122,170190111002,,
123,170219581003,,
124,170219583001,,
125,170219584002,,
126,170219584005,,
127,170219586001,,
128,170219588001,,
129,170219589003,,
130,170230601004,,
131,170230602002,,
132,170230602005,,
133,170230603005,,
134,170259721001,,
135,170259721002,,
136,170279001002,,
137,170279003001,,
138,170279003004,,
139,170279004023,,
140,170279005003,,
141,170279006023,,
142,170279006024,,
143,170290003001,,
144,170290003003,,
145,170290004002,,
146,170290005003,,
147,170290006004,,
148,170290008001,,
149,170290008004,,
150,170290010001,,
151,170290011001,,
152,170290012001,,
153,170310101001,Rogers Park,269605
154,170310102013,Rogers Park,269605
155,170310103003,Rogers Park,269605
156,170310104002,Rogers Park,269605
157,170310105013,Rogers Park,269605
158,170310105032,Rogers Park,269605
159,170310107011,West Rogers Park,403169
159,170310107011,Rogers Park,269605
160,170310107023,Rogers Park,269605
161,170310202002,West Rogers Park,403169
162,170310203012,West Rogers Park,403169
163,170310204001,West Rogers Park,403169
164,170310204003,West Rogers Park,403169
165,170310205004,West Rogers Park,403169
166,170310206021,West Rogers Park,403169
167,170310206024,West Rogers Park,403169
168,170310207022,West Rogers Park,403169
169,170310208011,Arcadia Terrace,403255
170,170310208014,Arcadia Terrace,403255
170,170310208014,West Rogers Park,403169
171,170310208024,West Rogers Park,403169
172,170310209022,West Rogers Park,403169
173,170310301012,Edgewater Beach,403257
174,170310301022,Edgewater Beach,403257
175,170310301041,Edgewater Beach,403257
175,170310301041,Edgewater,269578
175,170310301041,Rogers Park,269605
176,170310302003,Edgewater,269578
176,170310302003,Edgewater Glen,403258
177,170310304001,Bowmanville,403263
177,170310304001,Magnolia Glen,403259
177,170310304001,Edgewater,269578
177,170310304001,Edgewater Glen,403258
177,170310304001,West Rogers Park,403169
178,170310305003,Edgewater Beach,403257
178,170310305003,Magnolia Glen,403259
178,170310305003,Edgewater,269578
179,170310306012,Edgewater Beach,403257
179,170310306012,Magnolia Glen,403259
180,170310306032,Edgewater Beach,403257
181,170312104001,Belmont Gardens,403317
181,170312104001,Kilbourn Park,403287
182,170312104002,Belmont Gardens,403317
182,170312104002,Kilbourn Park,403287
183,170312105011,Logan Square,269592
183,170312105011,Avondale,269573
184,170312105012,Logan Square,269592
184,170312105012,Belmont Gardens,403317
184,170312105012,Avondale,269573
184,170312105012,Kilbourn Park,403287
185,170312105021,Logan Square,269592
186,170312105022,Logan Square,269592
187,170312106023,Logan Square,269592
188,170312109002,Logan Square,269592
188,170312109002,Avondale,269573
189,170312204002,Palmer Square,403314
189,170312204002,Logan Square,269592
190,170312205003,Logan Square,269592
191,170312206022,Logan Square,269592
192,170312207011,Logan Square,269592
193,170312207021,Logan Square,269592
194,170312209011,Logan Square,269592
195,170312209022,Logan Square,269592
196,170312211002,Logan Square,269592
197,170312212002,Palmer Square,403314
197,170312212002,Logan Square,269592
198,170312214001,Palmer Square,403314
198,170312214001,Logan Square,269592
199,170312215002,Palmer Square,403314
199,170312215002,Logan Square,269592
200,170312222001,Bucktown,137603
201,170312302001,Logan Square,269592
202,170312305001,Hermosa,273964
202,170312305001,Logan Square,269592
203,170312306004,West Humboldt Park,403318
203,170312306004,Hermosa,273964
204,170312307001,Humboldt Park,269585
204,170312307001,Logan Square,269592
205,170312309001,Humboldt Park,269585
205,170312309001,Logan Square,269592
206,170312312001,Humboldt Park,269585
207,170312312003,Humboldt Park,269585
208,170312315002,East Garfield Park,269577
209,170312315005,West Garfield Park,269613
209,170312315005,East Garfield Park,269577
210,170312406001,Logan Square,269592
211,170312408002,Humboldt Park,269585
211,170312408002,Logan Square,269592
212,170312411001,Ukrainian Village,403312
212,170312411001,Humboldt Park,269585
212,170312411001,Wicker Park,7930
212,170312411001,Logan Square,269592
213,170312413001,Wicker Park,7930
213,170312413001,Bucktown,137603
214,170312414004,East Ukrainian Village,403311
214,170312414004,Wicker Park,7930
215,170312416002,Noble Square,403310
215,170312416002,Wicker Park,7930
216,170312420003,East Ukrainian Village,403311
216,170312420003,Noble Square,403310
216,170312420003,Wicker Park,7930
217,170312422002,Ukrainian Village,403312
217,170312422002,East Ukrainian Village,403311
218,170312424001,Ukrainian Village,403312
218,170312424001,Humboldt Park,269585
218,170312424001,Wicker Park,7930
219,170312427001,East Garfield Park,269577
219,170312427001,Humboldt Park,269585
220,170312430001,West Town,269615
220,170312430001,Ukrainian Village,403312
221,170312432001,West Town,269615
221,170312432001,East Ukrainian Village,403311
221,170312432001,Noble Square,403310
222,170310623001,Lake View,269589
223,170310624001,Roscoe Village,403292
223,170310624001,Lake View,269589
224,170310625001,Roscoe Village,403292
224,170310625001,Lake View,269589
225,170310626001,Roscoe Village,403292
225,170310626001,Lake View,269589
226,170310627001,Lake View,269589
227,170310627002,West De Paul,403309
227,170310627002,Lake View,269589
228,170310628002,Wrightwood Neighbors,403307
228,170310628002,West De Paul,403309
228,170310628002,Lake View,269589
229,170310629002,Wrightwood Neighbors,403307
229,170310629002,Lake View,269589
230,170310630002,Lake View,269589
231,170310631002,Lake View East,403295
231,170310631002,Lake View,269589
232,170310632005,Lake View East,403295
233,170310633012,Lake View East,403295
234,170310633023,Lake View East,403295
235,170310634001,Park West,403308
235,170310634001,Lake View East,403295
235,170310634001,Lake View,269589
236,170310701021,Park West,403308
237,170310703002,Wrightwood Neighbors,403307
237,170310703002,Park West,403308
237,170310703002,Sheffield Neighbors,403306
238,170310704002,Wrightwood Neighbors,403307
239,170310705003,Wrightwood Neighbors,403307
239,170310705003,West De Paul,403309
240,170310710001,Wrightwood Neighbors,403307
240,170310710001,Sheffield Neighbors,403306
241,170310710002,Ranch Triangle,403305
241,170310710002,Sheffield Neighbors,403306
242,170310712002,Lincoln Park,269590
242,170310712002,Sheffield Neighbors,403306
243,170310714003,Lincoln Park,269590
243,170310714003,Park West,403308
244,170310715002,Old Town Triangle,403304
245,170310715006,Old Town Triangle,403304
246,170310717002,Goose Island,403298
246,170310717002,Old Town,403301
246,170310717002,Old Town Triangle,403304
246,170310717002,Lincoln Park,269590
247,170310801002,Gold Coast,403303
248,170310801006,Gold Coast,403303
249,170310802013,Gold Coast,403303
250,170310802023,Gold Coast,403303
251,170310803004,Old Town,403301
251,170310803004,Old Town Triangle,403304
252,170310810004,Near North,269597
252,170310810004,Old Town,403301
253,170310811002,Streeterville,403299
253,170310811002,Near North,269597
254,170310812013,Streeterville,403299
254,170310812013,Gold Coast,403303
255,170310812024,Near North,269597
255,170310812024,Gold Coast,403303
256,170310813005,Streeterville,403299
257,170310814011,Streeterville,403299
258,170310814023,Streeterville,403299
259,170310815001,Streeterville,403299
259,170310815001,Near North,269597
260,170310816002,Streeterville,403299
260,170310816002,Near North,269597
261,170310818002,River North,403300
261,170310818002,Near North,269597
261,170310818002,Cabrini Green,403302
262,170310901002,Edison Park,269579
263,170310902001,Edison Park,269579
264,170311001004,Old Norwood Park,403277
264,170311001004,Norwood Park East,269602
265,170311001005,Norwood Park East,269602
266,170311002001,Norwood Park East,269602
266,170311002001,Wildwood,403275
267,170311002002,Norwood Park East,269602
268,170311002003,Old Norwood Park,403277
268,170311002003,Norwood Park East,269602
269,170311002004,Old Norwood Park,403277
269,170311002004,Norwood Park East,269602
270,170311002007,Norwood Park East,269602
271,170311003003,Old Norwood Park,403277
272,170311004001,Norwood Park West,403276
272,170311004001,Edison Park,269579
273,170311005002,Big Oaks,403279
273,170311005002,Oriole Park,403168
274,170311006001,Union Ridge,403278
274,170311006001,Old Norwood Park,403277
275,170311007001,Big Oaks,403279
275,170311007001,Union Ridge,403278
276,170311007004,Big Oaks,403279
276,170311007004,Union Ridge,403278
277,170311103001,Jefferson Park,269588
277,170311103001,Union Ridge,403278
277,170311103001,Old Norwood Park,403277
278,170311103004,Big Oaks,403279
278,170311103004,Jefferson Park,269588
279,170311104003,Jefferson Park,269588
280,170311105014,Jefferson Park,269588
280,170311105014,Gladstone Park,403285
281,170311201002,Edgebrook,51847
281,170311201002,Wildwood,403275
282,170311202002,Edgebrook,51847
283,170311203001,Sauganash,140292
283,170311203001,Pulaski Park,403269
284,170311203006,Sauganash,140292
284,170311203006,Edgebrook,51847
285,170311301001,Sauganash,140292
285,170311301001,Pulaski Park,403269
286,170311303001,Hollywood Park,403268
286,170311303001,Pulaski Park,403269
287,170311303004,Hollywood Park,403268
288,170311402001,Albany Park,269566
288,170311402001,North Park,276477
289,170311403011,Albany Park,269566
290,170311404004,North Mayfair,403271
291,170311405003,Mayfair,403286
292,170311406024,Albany Park,269566
293,170311407012,Albany Park,269566
294,170311407024,Albany Park,269566
295,170311408004,Albany Park,269566
296,170311502003,Portage Park,275083
297,170311503002,Portage Park,275083
297,170311503002,Jefferson Park,269588
298,170311503004,Portage Park,275083
299,170311503007,Jefferson Park,269588
300,170311504014,Jefferson Park,269588
301,170311505011,Jefferson Park,269588
302,170311505021,Portage Park,275083
302,170311505021,Dunning,138129
302,170311505021,Jefferson Park,269588
303,170311506002,Portage Park,275083
304,170311507001,Portage Park,275083
305,170311508003,Portage Park,275083
306,170311510012,Cragin,28173
307,170311510024,Cragin,28173
307,170311510024,Kilbourn Park,403287
308,170311511001,Portage Park,275083
309,170311511002,Cragin,28173
309,170311511002,Portage Park,275083
310,170311511004,Portage Park,275083
311,170311512001,Belmont Central,403109
311,170311512001,Portage Park,275083
312,170311512002,Belmont Central,403109
313,170311601002,Old Irving Park,403288
313,170311601002,Mayfair,403286
313,170311601002,North Mayfair,403271
313,170311601002,Jefferson Park,269588
314,170311603001,Old Irving Park,403288
314,170311603001,Mayfair,403286
315,170311603003,Old Irving Park,403288
315,170311603003,Mayfair,403286
316,170311605011,Albany Park,269566
317,170311605023,Albany Park,269566
318,170311606021,Albany Park,269566
319,170311607002,Irving Park,269587
319,170311607002,Albany Park,269566
320,170311607005,Irving Park,269587
320,170311607005,Albany Park,269566
321,170311608003,Irving Park,269587
322,170311612001,Kilbourn Park,403287
322,170311612001,Old Irving Park,403288
323,170311702001,Portage Park,275083
324,170311702003,Portage Park,275083
324,170311702003,Dunning,138129
325,170311703004,Dunning,138129
326,170311704002,Belmont Heights,403283
327,170311705002,Irving Woods,403281
327,170311705002,Schorsch Forest View,403280
327,170311705002,O'Hare,269603
328,170311706002,Belmont Terrace,403282
328,170311706002,Irving Woods,403281
329,170311707002,Belmont Heights,403283
330,170311709001,Belmont Heights,403283
331,170311710003,Schorsch Village,403284
332,170311711001,Portage Park,275083
333,170311801001,Montclare,274579
333,170311801001,Schorsch Village,403284
334,170311801005,Montclare,274579
334,170311801005,Schorsch Village,403284
334,170311801005,Belmont Heights,403283
335,170311902003,Cragin,28173
336,170311903002,Cragin,28173
336,170311903002,Belmont Central,403109
337,170311906012,Montclare,274579
337,170311906012,Belmont Central,403109
338,170311906023,Belmont Central,403109
339,170311907021,Cragin,28173
339,170311907021,Belmont Central,403109
340,170311908001,Cragin,28173
341,170311908005,Cragin,28173
342,170311910002,Hermosa,273964
342,170311910002,Cragin,28173
343,170311911004,Cragin,28173
344,170311912001,Hanson Park,403324
344,170311912001,Cragin,28173
345,170311913013,Galewood,403325
345,170311913013,Montclare,274579
345,170311913013,Belmont Central,403109
346,170312001002,Belmont Gardens,403317
346,170312001002,Kilbourn Park,403287
347,170312002003,Kelvin Park,403315
347,170312002003,Belmont Gardens,403317
348,170312004011,Hermosa,273964
349,170312004022,Hermosa,273964
350,170312101003,Avondale,269573
350,170312101003,Irving Park,269587
351,170315103001,Hegewisch,138732
351,170315103001,Calumet Heights,273111
352,170315103002,Hegewisch,138732
352,170315103002,Lake Calumet,403386
352,170315103002,Burnside,137634
352,170315103002,Calumet Heights,273111
353,170315103003,Hegewisch,138732
353,170315103003,Lake Calumet,403386
353,170315103003,South Deering,140440
353,170315103003,Calumet Heights,273111
354,170315103004,Hegewisch,138732
354,170315103004,South Deering,140440
355,170315202001,Calumet River,403388
355,170315202001,East Side,138166
356,170315203001,East Side,138166
357,170315204001,East Side,138166
358,170315204004,East Side,138166
359,170315302002,West Pullman,140913
360,170315303001,West Pullman,140913
360,170315303001,Roseland,275251
360,170315303001,Morgan Park,269595
361,170315304002,West Pullman,140913
361,170315304002,Morgan Park,269595
362,170315305031,West Pullman,140913
363,170315306002,West Pullman,140913
364,170315401012,Riverdale,275192
364,170315401012,Eden Green,403381
365,170315401023,Golden Gate,403380
366,170315501002,Powder Horn Lake,403389
366,170315501002,Harbour Point Estates,403385
366,170315501002,Hegewisch,138732
367,170315501006,Hegewisch,138732
368,170315602002,LeClaire Courts,403334
369,170315603002,Garfield Ridge,269584
369,170315603002,Vittum Park,403333
370,170315607002,Garfield Ridge,269584
371,170315608004,Garfield Ridge,269584
372,170315609002,Garfield Ridge,269584
373,170315610004,Garfield Ridge,269584
374,170315611001,Garfield Ridge,269584
375,170315611005,Garfield Ridge,269584
376,170315703001,Archer Heights,269568
377,170315704001,Archer Heights,269568
378,170315801001,Brighton Park,273040
379,170315802002,Brighton Park,273040
380,170315804004,Brighton Park,273040
381,170315805013,Brighton Park,273040
382,170315805023,Brighton Park,273040
383,170315806004,Brighton Park,273040
384,170315808001,Brighton Park,273040
385,170315906002,McKinley Park,139408
386,170316004001,Bridgeport,273035
387,170316006002,Bridgeport,273035
388,170316104001,Back of the Yards,403146
389,170316110001,Back of the Yards,403146
390,170316112001,Back of the Yards,403146
391,170312433001,West Town,269615
391,170312433001,Noble Square,403310
392,170312433002,West Town,269615
393,170312434001,River West,403297
393,170312434001,Goose Island,403298
393,170312434001,West Town,269615
393,170312434001,Noble Square,403310
394,170312434002,West Town,269615
395,170312434003,West Town,269615
396,170312502001,North Austin,403323
396,170312502001,Hermosa,273964
396,170312502001,Hanson Park,403324
396,170312502001,Cragin,28173
397,170312503002,North Austin,403323
398,170312504002,North Austin,403323
399,170312505001,Galewood,403325
399,170312505001,Montclare,274579
400,170312505004,Galewood,403325
401,170312506001,North Austin,403323
402,170312506004,North Austin,403323
402,170312506004,Galewood,403325
403,170312507004,North Austin,403323
404,170312511001,South Austin,403120
404,170312511001,North Austin,403323
405,170312512003,South Austin,403120
406,170312513003,South Austin,403120
407,170312514002,South Austin,403120
408,170312515001,South Austin,403120
409,170312516001,South Austin,403120
410,170312518001,South Austin,403120
411,170312519001,South Austin,403120
412,170312520001,South Austin,403120
413,170312520004,South Austin,403120
414,170312521023,South Austin,403120
415,170312522012,South Austin,403120
416,170312522022,South Austin,403120
417,170312601001,West Garfield Park,269613
417,170312601001,East Garfield Park,269577
418,170312607001,West Garfield Park,269613
419,170312609001,Archer Heights,269568
420,170312712001,Archer Heights,269568
420,170312712001,Homan Square,403327
420,170312712001,Fifth City,403319
420,170312712001,East Garfield Park,269577
421,170312718001,Archer Heights,269568
422,170312809001,Near West Side,269599
423,170312827001,Archer Heights,269568
423,170312827001,Illinois Medical District,403328
423,170312827001,Tri-Taylor,403321
424,170312831001,University Village - Little Italy,403141
425,170312838002,University Village - Little Italy,403141
426,170312912001,Archer Heights,269568
426,170312912001,Homan Square,403327
427,170312922002,Archer Heights,269568
428,170312925001,Archer Heights,269568
429,170313005001,Little Village,403117
430,170313006002,Little Village,403117
431,170313008001,Little Village,403117
432,170313012002,Little Village,403117
433,170313012003,Little Village,403117
434,170313016001,Little Village,403117
435,170313016002,Little Village,403117
436,170313017011,Little Village,403117
437,170313017013,Little Village,403117
438,170313017021,Little Village,403117
439,170313017023,Little Village,403117
440,170313018021,Little Village,403117
441,170313018031,Little Village,403117
442,170313102002,Pilsen,33420
442,170313102002,East Pilsen,403331
442,170313102002,University Village - Little Italy,403141
443,170313106001,Pilsen,33420
443,170313106001,University Village - Little Italy,403141
444,170313108001,Pilsen,33420
444,170313108001,Heart of Chicago,403330
444,170313108001,Illinois Medical District,403328
445,170313109002,Heart of Chicago,403330
446,170313201003,The Loop,269593
446,170313201003,New Eastside,403342
447,170313206002,South Loop,269607
448,170313302001,South Loop,269607
449,170313510002,Ida B. Wells - Darrow Homes,403349
449,170313510002,Lake Meadows,403144
450,170313511002,Ida B. Wells - Darrow Homes,403349
451,170313515002,Bronzeville,403145
451,170313515002,Stateway Gardens,403347
452,170313802002,Bronzeville,403145
453,170313812001,Bronzeville,403145
454,170313815001,The Robert Taylor Homes,403350
454,170313815001,Bronzeville,403145
455,170313819001,Bronzeville,403145
456,170313902001,North Kenwood,403351
456,170313902001,Oakland,274850
457,170313904001,Kenwood,274178
457,170313904001,North Kenwood,403351
457,170313904001,Bronzeville,403145
458,170313906002,Kenwood,274178
459,170314004001,Washington Park,275927
460,170314005002,Englewood,138261
460,170314005002,Washington Park,275927
461,170314101001,Hyde Park,269586
461,170314101001,Kenwood,274178
462,170314105002,Washington Park,275927
462,170314105002,Hyde Park,269586
463,170314108001,Hyde Park,269586
464,170314110001,East Hyde Park,403352
465,170314111002,Woodlawn,276138
465,170314111002,East Hyde Park,403352
465,170314111002,Hyde Park,269586
466,170314202001,Woodlawn,276138
466,170314202001,Hyde Park,269586
467,170314205001,West Woodlawn,403353
467,170314205001,Washington Park,275927
468,170314207001,West Woodlawn,403353
469,170314208002,West Woodlawn,403353
469,170314208002,Woodlawn,276138
470,170314301012,South Shore,269608
470,170314301012,Jackson Park Highlands,403354
471,170314301022,South Shore,269608
472,170314303002,Grand Crossing,276349
472,170314303002,South Shore,269608
473,170314304002,Grand Crossing,276349
474,170314305001,South Shore,269608
474,170314305001,Jackson Park Highlands,403354
475,170314305003,Grand Crossing,276349
475,170314305003,South Shore,269608
476,170314306001,South Shore,269608
476,170314306001,Jackson Park Highlands,403354
477,170314306002,South Shore,269608
478,170314307001,South Shore,269608
479,170314308002,South Shore,269608
480,170314312002,South Shore,269608
481,170314313013,South Chicago,140437
481,170314313013,South Shore,269608
482,170314314002,South Shore,269608
483,170314401012,East Chatham,403360
483,170314401012,Chatham,273222
484,170314401014,East Chatham,403360
484,170314401014,Chatham,273222
484,170314401014,Grand Crossing,276349
485,170314401023,East Chatham,403360
485,170314401023,Chatham,273222
486,170314402013,Chatham,273222
487,170314402023,Chatham,273222
488,170314403004,Chatham,273222
489,170314407001,Burnside,137634
489,170314407001,East Chatham,403360
489,170314407001,Chatham,273222
490,170314503002,South Chicago,140437
490,170314503002,Stony Island Park,403128
491,170314601002,South Chicago,140437
491,170314601002,The Bush,403359
492,170314602001,South Chicago,140437
492,170314602001,The Bush,403359
493,170314603013,South Chicago,140437
494,170314603024,South Chicago,140437
495,170314604002,South Chicago,140437
496,170314605001,South Chicago,140437
496,170314605001,South Shore,269608
497,170314605006,South Chicago,140437
498,170314607002,South Chicago,140437
499,170314801001,Calumet Heights,273111
499,170314801001,South Chicago,140437
500,170314802001,Calumet Heights,273111
500,170314802001,Marynook,403358
501,170314804001,Pill Hill,403363
501,170314804001,Calumet Heights,273111
502,170314804005,Pill Hill,403363
502,170314804005,Calumet Heights,273111
503,170314805003,Calumet Heights,273111
503,170314805003,South Chicago,140437
504,170314905002,Roseland,275251
504,170314905002,Rosemoor,403379
504,170314905002,Longwood Manor,403376
504,170314905002,West Chesterfield,403361
505,170314908004,Rosemoor,403379
506,170314909012,Roseland,275251
506,170314909012,Fernwood,403377
507,170314909023,Roseland,275251
507,170314909023,Rosemoor,403379
508,170314910003,Fernwood,403377
509,170314911003,Roseland,275251
510,170314912001,West Pullman,140913
510,170314912001,Roseland,275251
511,170314913001,Roseland,275251
512,170314914002,Roseland,275251
513,170315001001,Cottage Grove Heights,403383
513,170315001001,Burnside,137634
514,170315002001,Lake Calumet,403386
514,170315002001,Roseland,275251
514,170315002001,Rosemoor,403379
515,170315101001,Calumet River,403388
515,170315101001,South Deering,140440
516,170317202002,Longwood Manor,403376
516,170317202002,East Beverly,403375
516,170317202002,Beverly,272951
517,170317202003,East Beverly,403375
517,170317202003,Beverly,272951
518,170317203001,Beverly,272951
519,170317203002,Beverly,272951
520,170317203003,West Beverly,403374
520,170317203003,Beverly,272951
521,170317205001,Mount Greenwood,269596
521,170317205001,West Morgan Park,403373
521,170317205001,West Beverly,403374
522,170317207002,Washington Heights,269610
522,170317207002,Longwood Manor,403376
522,170317207002,East Beverly,403375
523,170317301002,Longwood Manor,403376
523,170317301002,Brainerd,403378
524,170317302014,Brainerd,403378
524,170317302014,Gresham,269571
525,170317302023,Longwood Manor,403376
525,170317302023,Brainerd,403378
526,170317304004,Washington Heights,269610
526,170317304004,Longwood Manor,403376
526,170317304004,Brainerd,403378
527,170317305003,Fernwood,403377
528,170317306003,Washington Heights,269610
528,170317306003,Fernwood,403377
529,170317401002,Mount Greenwood,269596
530,170317403002,Mount Greenwood,269596
531,170317404001,Mount Greenwood,269596
532,170317501001,Roseland,275251
532,170317501001,Washington Heights,269610
532,170317501001,Fernwood,403377
532,170317501001,Morgan Park,269595
533,170317502003,Morgan Park,269595
533,170317502003,West Morgan Park,403373
533,170317502003,West Beverly,403374
533,170317502003,Beverly,272951
534,170317503001,West Morgan Park,403373
534,170317503001,West Beverly,403374
535,170317504002,Beverly Woods,403372
535,170317504002,Kennedy Park,403371
536,170317505004,Morgan Park,269595
537,170317506004,Morgan Park,269595
538,170317608031,O'Hare,269603
539,170317702013,,
540,170317703002,,
541,170317704002,,
542,170317706011,,
543,170317706023,,
544,170317709011,Oriole Park,403168
545,170317709012,O'Hare,269603
545,170317709012,Oriole Park,403168
546,170318003001,,
547,170318004003,,
548,170318005004,,
549,170318007002,,
550,170318009001,,
551,170318010001,,
552,170318011001,,
553,170316113002,Back of the Yards,403146
554,170316113003,Back of the Yards,403146
555,170316114001,Back of the Yards,403146
556,170316114003,Back of the Yards,403146
557,170316115001,Back of the Yards,403146
558,170316116001,Back of the Yards,403146
559,170316117002,Back of the Yards,403146
560,170316118002,Back of the Yards,403146
561,170316120002,Back of the Yards,403146
562,170316201003,West Elsdon,269611
563,170316203001,West Elsdon,269611
564,170316203004,West Elsdon,269611
565,170316204001,West Elsdon,269611
566,170316204004,West Elsdon,269611
567,170316303001,Gage Park,269582
568,170316304002,Gage Park,269582
569,170316305002,Gage Park,269582
570,170316308002,Gage Park,269582
571,170316403001,Clearing (W),137841
572,170316403005,Clearing (W),137841
573,170316405001,Clearing (W),137841
574,170316406002,Clearing (W),137841
575,170316407002,Chrysler Village,403336
575,170316407002,Chicago Midway Airport,403332
576,170316408001,West Lawn,269614
576,170316408001,Clearing (E),403337
576,170316408001,Chicago Midway Airport,403332
577,170316501004,West Lawn,269614
577,170316501004,West Elsdon,269611
578,170316502002,West Lawn,269614
579,170316502006,West Lawn,269614
580,170316503014,West Lawn,269614
581,170316504002,West Lawn,269614
582,170316504005,West Lawn,269614
583,170316603011,Chicago Lawn,269576
584,170316603024,Chicago Lawn,269576
585,170316605002,Marquette Park,403148
586,170316606001,Marquette Park,403148
586,170316606001,Chicago Lawn,269576
587,170316606004,Marquette Park,403148
587,170316606004,Chicago Lawn,269576
588,170316608001,Marquette Park,403148
589,170316608004,Marquette Park,403148
590,170316609002,Lithuanian Plaza,403339
590,170316609002,Marquette Park,403148
591,170316610003,Marquette Park,403148
591,170316610003,Wrightwood,403151
592,170316611003,Marquette Park,403148
593,170316611005,Marquette Park,403148
594,170316703001,West Englewood,269612
595,170316706001,West Englewood,269612
596,170316708001,Englewood,138261
597,170316711001,Englewood,138261
597,170316711001,West Englewood,269612
598,170316713003,West Englewood,269612
599,170316714001,West Englewood,269612
600,170316714002,West Englewood,269612
601,170316715001,West Englewood,269612
602,170316715002,West Englewood,269612
603,170316716002,Englewood,138261
603,170316716002,West Englewood,269612
604,170316720001,West Englewood,269612
605,170316805001,Englewood,138261
605,170316805001,Back of the Yards,403146
606,170316806002,Englewood,138261
607,170316810001,Englewood,138261
