Neighborhood,num_cha_properties,Avg_cha_monthly_rent,stop_wi_quart_mi,stop_wi_half_mi,percent_wi_quart_mi_l_stop,percent_wi_half_mi_l_stop,num_props_w_potential_bad_landlord,poverty_rate,eviction-filings,evictions,eviction_filing_rate,eviction_rate,evictions_chi_percentile_rank,renter-occupied-households,perc_rentals_hcv,population,perc_hcv_in_neigh,at_least_10_homes,perc_black,perc_latino,perc_white
Chatham,158.0,1087.9620253164558,15.0,31.0,0.0949367088607595,0.1962025316455696,0.0,0.18447750633178558,284.0,110.0,0.055242170783894186,0.02139661544446606,0.8605769230769231,5141.0,0.03073332036568761,18952.0,0.030003797949107482,1,0.9674798332629803,0.00918493562684677,0.014517021950189953
West Garfield Park,139.0,1176.1726618705036,15.0,111.0,0.1079136690647482,0.7985611510791367,0.0,0.36925750475372626,240.0,94.0,0.06629834254143646,0.025966850828729283,0.9134615384615384,3620.0,0.03839779005524862,16303.0,0.02639574629699962,1,0.940126725142612,0.04103085935103968,0.01301526712874931
Washington Park,136.0,1254.3014705882354,48.0,117.0,0.35294117647058826,0.8602941176470589,0.0,0.4386181804820694,365.0,148.0,0.07997370727432077,0.03242769500438212,0.9471153846153846,4564.0,0.029798422436459245,13608.0,0.025826053930877325,1,0.920788411228689,0.017788594944150502,0.030196230158730155
Marquette Park,127.0,1053.1732283464567,0.0,0.0,0.0,0.0,0.0,0.280594706911636,359.0,140.0,0.06779981114258735,0.02644003777148253,0.9230769230769231,5295.0,0.023984891406987723,32004.0,0.024116976832510444,1,0.5426135795525558,0.39479964066991624,0.0383420509936258
East Chatham,112.0,1027.517857142857,0.0,0.0,0.0,0.0,0.0,0.296068946301925,259.0,122.0,0.1074688796680498,0.05062240663900415,0.9951923076923077,2410.0,0.046473029045643155,5922.0,0.021268515001898976,1,0.9422328436339075,0.023313036136440392,0.01199581222559946
Roseland,106.0,1150.2830188679245,0.0,6.0,0.0,0.05660377358490566,0.0,0.2624269765720027,210.0,76.0,0.05636070853462158,0.020397208803005905,0.8413461538461539,3726.0,0.02844873859366613,18909.0,0.020129130269654388,1,0.9601277328256386,0.010307435612671214,0.015966957533449684
Woodlawn,90.0,1261.5444444444445,10.0,28.0,0.1111111111111111,0.3111111111111111,0.0,0.2508785212017899,187.0,69.0,0.042558033682294036,0.01570323167956304,0.75,4394.0,0.020482476103777878,14079.0,0.017090770983668818,1,0.7585708999218694,0.02598957312309113,0.13843115988351445
West Pullman,88.0,1189.3068181818182,0.0,0.0,0.0,0.0,0.0,0.30489828072153324,233.0,91.0,0.0621167688616369,0.02426019728072514,0.8942307692307693,3751.0,0.02346041055718475,28384.0,0.016710976072920623,1,0.9327353685174747,0.04893748943066516,0.010114307356257048
Humboldt Park,88.0,1161.8181818181818,0.0,0.0,0.0,0.0,0.0,0.24706723181100754,229.0,73.0,0.021332091290172335,0.00680018630647415,0.46153846153846156,10735.0,0.008197484862598975,39282.0,0.016710976072920623,1,0.23326772058449166,0.4763142991701034,0.2462974848531134
West Englewood,77.0,1133.4285714285713,5.0,30.0,0.06493506493506493,0.38961038961038963,0.0,0.3232389006148481,248.0,71.0,0.06444906444906445,0.018451143451143452,0.8125,3848.0,0.02001039501039501,21794.0,0.014622104063805545,1,0.8943870514820593,0.08419441589428282,0.00458756079654951
Back of the Yards,66.0,1049.621212121212,0.0,1.0,0.0,0.015151515151515152,0.0,0.33075857295610195,280.0,90.0,0.03431793111900968,0.011030763573967399,0.6346153846153846,8159.0,0.008089226620909426,34603.0,0.012533232054690467,1,0.27704995520619596,0.6644549778920902,0.04271941739155564
Bronzeville,62.0,1370.9193548387098,30.0,52.0,0.4838709677419355,0.8387096774193549,0.0,0.25381537593984965,469.0,168.0,0.04691407422226668,0.016805041512453735,0.7644230769230769,9997.0,0.006201860558167451,29260.0,0.011773642233194076,1,0.8226277067669172,0.031203140806561863,0.08091933356117569
Chicago Lawn,57.0,1031.298245614035,0.0,0.0,0.0,0.0,0.0,0.28732560610915303,179.0,69.0,0.05821138211382114,0.0224390243902439,0.875,3075.0,0.018536585365853658,18726.0,0.010824154956323585,1,0.28325357791306205,0.6734501228238813,0.031069753284203777
West Humboldt Park,51.0,1188.5882352941176,0.0,0.0,0.0,0.0,0.0,0.34789536180541886,136.0,37.0,0.04402719326642927,0.011977986403366786,0.6778846153846154,3089.0,0.016510197474910976,15243.0,0.009684770224078997,1,0.43947351571213017,0.519123040083973,0.02281486584005773
North Austin,50.0,1192.02,0.0,0.0,0.0,0.0,0.0,0.2610987879305193,215.0,77.0,0.047087166009636444,0.01686377573368375,0.7692307692307693,4566.0,0.010950503723171266,23431.0,0.0094948727687049,1,0.7834528829328669,0.1944883743758269,0.007260769920191199
Burnside,49.0,1110.0816326530612,0.0,0.0,0.0,0.0,0.0,0.26369726489321843,107.0,28.0,0.05863013698630137,0.015342465753424657,0.7403846153846154,1825.0,0.02684931506849315,8007.0,0.0093049753133308,1,0.9845150243536905,0.0026224928187835645,0.0018757337329836396
Brainerd,46.0,1083.5869565217392,0.0,0.0,0.0,0.0,0.0,0.16411100910952614,138.0,49.0,0.06587112171837708,0.023389021479713605,0.8846153846153846,2095.0,0.021957040572792363,14161.0,0.008735282947208508,1,0.9517673469387756,0.013776195183955937,0.013841635477720498
Morgan Park,38.0,1351.0526315789473,0.0,0.0,0.0,0.0,0.0,0.1909241796730982,88.0,14.0,0.0425531914893617,0.006769825918762089,0.4519230769230769,2068.0,0.0183752417794971,16274.0,0.0072161033042157235,1,0.8193350559174143,0.022421770922944576,0.12505302937200444
Homan Square,31.0,1249.7096774193549,5.0,19.0,0.16129032258064516,0.6129032258064516,0.0,0.39143660690393367,67.0,16.0,0.06411483253588517,0.015311004784688996,0.7355769230769231,1045.0,0.02966507177033493,3737.0,0.005886821116597038,1,0.9320434037998394,0.0264998662028365,0.029965266256355365
Fernwood,28.0,1316.25,0.0,0.0,0.0,0.0,0.0,0.2863156718583728,82.0,24.0,0.06693877551020408,0.019591836734693877,0.8365384615384616,1225.0,0.022857142857142857,10337.0,0.005317128750474744,1,0.9796887781754862,0.006769672051852568,0.010063258198703686
Rosemoor,26.0,924.7307692307693,0.0,2.0,0.0,0.07692307692307693,0.0,0.11068991489361703,62.0,20.0,0.04847537138389367,0.01563721657544957,0.7451923076923077,1279.0,0.020328381548084442,9400.0,0.004937333839726547,1,0.9511648510638298,0.00883436170212766,0.015197851063829789
Marynook,26.0,1143.5,0.0,0.0,0.0,0.0,0.0,0.2498454746136865,68.0,27.0,0.08865710560625815,0.035202086049543675,0.9519230769230769,767.0,0.03389830508474576,4077.0,0.004937333839726547,1,0.9622203090507727,0.00834643119941133,0.0049055187637969105
West Rogers Park,25.0,1524.72,0.0,0.0,0.0,0.0,0.0,0.19608400615375515,372.0,119.0,0.030484307137589116,0.009751700401540605,0.6105769230769231,12203.0,0.002048676554945505,67601.0,0.00474743638435245,1,0.12728951494800372,0.17310717740861825,0.4363120249700448
Rogers Park,23.0,1365.6521739130435,5.0,20.0,0.21739130434782608,0.8695652173913043,0.0,0.18840409183343781,522.0,185.0,0.02920443101711984,0.010350229383462011,0.625,17874.0,0.0012867852747006825,52617.0,0.004367641473604254,1,0.24086382347910373,0.23680588402987626,0.4252277134766331
Hegewisch,21.0,1354.7619047619048,0.0,0.0,0.0,0.0,0.0,0.12192525066174702,47.0,12.0,0.039662447257383965,0.010126582278481013,0.6201923076923077,1185.0,0.017721518987341773,12467.0,0.0039878465628560575,1,0.5081543194032245,0.23548657255153602,0.24288519290928046
Logan Square,20.0,1333.2,2.0,4.0,0.1,0.2,0.0,0.2038495810635855,305.0,94.0,0.013832199546485261,0.004263038548752834,0.2932692307692308,22050.0,0.0009070294784580499,81874.0,0.0037979491074819596,1,0.0538041832572001,0.5914444842074404,0.31752036055402205
West Chatham,20.0,1029.45,3.0,16.0,0.15,0.8,0.0,0.114052036331673,35.0,4.0,0.061511423550087874,0.007029876977152899,0.4807692307692308,569.0,0.0351493848857645,3413.0,0.0037979491074819596,1,0.9894552593026663,0.0,0.0
Lithuanian Plaza,19.0,1009.7894736842105,0.0,0.0,0.0,0.0,0.0,0.19210000000000002,15.0,6.0,0.045454545454545456,0.01818181818181818,0.7956730769230769,330.0,0.05757575757575758,943.0,0.0036080516521078618,1,0.9512,0.0244,0.0074
East Side,19.0,1148.3684210526317,0.0,0.0,0.0,0.0,0.0,0.20172460075694632,49.0,10.0,0.02258064516129032,0.004608294930875576,0.33653846153846156,2170.0,0.008755760368663594,21666.0,0.0036080516521078618,1,0.026582299455367858,0.790320986799594,0.17954718452875476
North Kenwood,18.0,1363.388888888889,0.0,0.0,0.0,0.0,0.0,0.2738285051546392,99.0,29.0,0.04551724137931035,0.013333333333333334,0.6971153846153846,2175.0,0.008275862068965517,5820.0,0.003418154196733764,1,0.8709804810996563,0.020111615120274914,0.0696110824742268
Longwood Manor,17.0,1230.2941176470588,1.0,8.0,0.058823529411764705,0.47058823529411764,0.0,0.16037273065822547,129.0,47.0,0.09862385321100918,0.035932721712538224,0.9567307692307693,1308.0,0.012996941896024464,10741.0,0.0032282567413596656,1,0.95847963876734,0.009773196164230518,0.014155153151475652
Little Village,17.0,1164.7058823529412,7.0,12.0,0.4117647058823529,0.7058823529411765,0.0,0.34812453211668154,333.0,98.0,0.024741808455308715,0.007281373058919682,0.5096153846153846,13459.0,0.0012630953265472917,75179.0,0.0032282567413596656,1,0.11396959656286991,0.8467063382061479,0.032157135636281406
Cragin,15.0,1320.0,0.0,0.0,0.0,0.0,0.0,0.19697055906813232,191.0,53.0,0.02874341610233258,0.007975921745673438,0.5528846153846154,6645.0,0.002257336343115124,38117.0,0.00284846183061147,1,0.01826196447779206,0.7681471154602931,0.18390673452790093
Fifth City,15.0,1155.4666666666667,0.0,14.0,0.0,0.9333333333333333,0.0,0.46352385979729727,59.0,22.0,0.0793010752688172,0.02956989247311828,0.9423076923076923,744.0,0.020161290322580645,2368.0,0.00284846183061147,1,0.9649311233108109,0.0016985641891891896,0.021112837837837836
The Robert Taylor Homes,14.0,1169.7857142857142,8.0,12.0,0.5714285714285714,0.8571428571428571,0.0,0.4113585803757829,96.0,34.0,0.05237315875613748,0.018548827059465357,0.8173076923076923,1833.0,0.007637752318603383,4790.0,0.002658564375237372,1,0.8812103966597079,0.043229874739039664,0.009403152400835073
Hyde Park,13.0,1745.0,0.0,0.0,0.0,0.0,0.0,0.07139944769874478,117.0,47.0,0.022349570200573064,0.008978032473734479,0.5817307692307693,5235.0,0.0024832855778414518,17925.0,0.0024686669198632737,1,0.24335144769874473,0.061245020920502095,0.5054870460251045
Calumet Heights,12.0,1018.75,0.0,0.0,0.0,0.0,0.0,0.08791043956043956,46.0,13.0,0.04427333974975938,0.012512030798845043,0.6875,1039.0,0.011549566891241578,9828.0,0.002278769464489176,1,0.9422124135124137,0.028079792429792427,0.020650936100936105
Gage Park,12.0,964.5,1.0,1.0,0.08333333333333333,0.08333333333333333,0.0,0.21694532198666266,117.0,34.0,0.024657534246575342,0.007165437302423604,0.49038461538461536,4745.0,0.0025289778714436247,40188.0,0.002278769464489176,1,0.024356673633920575,0.9298939633721509,0.0362996342191699
South Deering,12.0,1260.4166666666667,0.0,0.0,0.0,0.0,0.0,0.18162803238619005,25.0,10.0,0.030012004801920768,0.012004801920768308,0.6826923076923077,833.0,0.014405762304921969,6546.0,0.002278769464489176,1,0.3258379315612588,0.601448732050107,0.07254130766880539
Near West Side,11.0,1395.4545454545455,2.0,11.0,0.18181818181818182,1.0,0.0,0.16582554583779022,177.0,64.0,0.041568811648661344,0.015030530765617662,0.7259615384615384,4258.0,0.0025833724753405356,15893.0,0.002088872009115078,1,0.3836651355942868,0.06460895991946139,0.44772618133769576
Belmont Central,11.0,1536.3636363636363,0.0,0.0,0.0,0.0,0.0,0.15710362442065953,83.0,24.0,0.021146496815286624,0.006114649681528662,0.4182692307692308,3925.0,0.002802547770700637,29991.0,0.002088872009115078,1,0.034706381914574376,0.7487264846120503,0.1923181454436331
Kenwood,10.0,1712.8,0.0,0.0,0.0,0.0,0.0,0.0724906681597611,144.0,69.0,0.037588097102584185,0.018010963194988253,0.7836538461538461,3831.0,0.0026102845210127902,10716.0,0.0018989745537409798,1,0.5586805524449421,0.04459089212392684,0.22881678798058974
Oakland,10.0,1279.3,0.0,0.0,0.0,0.0,0.0,0.266220110701107,90.0,37.0,0.050476724621424565,0.02075154234436343,0.8461538461538461,1783.0,0.005608524957936063,4878.0,0.0018989745537409798,1,0.9102128331283312,0.042843091430914304,0.028498462484624842
Belmont Gardens,9.0,1344.4444444444443,0.0,0.0,0.0,0.0,0.0,0.18513715165511932,69.0,26.0,0.029336734693877552,0.011054421768707483,0.6394230769230769,2352.0,0.003826530612244898,12990.0,0.001709077098366882,0,0.017470315627405697,0.7968272671285604,0.14242903772132412
Brighton Park,9.0,1042.2222222222222,0.0,1.0,0.0,0.1111111111111111,0.0,0.2556663424081206,186.0,46.0,0.02339916970688137,0.005786891432884639,0.3942307692307692,7949.0,0.0011322178890426468,44923.0,0.001709077098366882,0,0.017779580615720228,0.8467946041003496,0.06500584778398594
Hermosa,9.0,1241.6666666666667,0.0,0.0,0.0,0.0,0.0,0.230532731094316,113.0,39.0,0.027859960552268245,0.009615384615384616,0.6009615384615384,4056.0,0.0022189349112426036,22361.0,0.001709077098366882,0,0.029602253924243104,0.9164220517865928,0.03738289432494074
Stony Island Park,9.0,1111.111111111111,0.0,0.0,0.0,0.0,0.0,0.1207753144654088,34.0,9.0,0.09042553191489362,0.023936170212765957,0.8894230769230769,376.0,0.023936170212765957,3180.0,0.001709077098366882,0,0.9918401572327044,0.0,0.0
Wrightwood,9.0,1258.3333333333333,0.0,0.0,0.0,0.0,0.0,0.037073398698799595,41.0,10.0,0.07961165048543689,0.019417475728155338,0.8269230769230769,515.0,0.017475728155339806,10913.0,0.001709077098366882,0,0.8768398240630441,0.04005901218729955,0.044173068817007236
Portage Park,8.0,1215.0,0.0,0.0,0.0,0.0,0.0,0.09403823664774594,152.0,48.0,0.021402421852999155,0.006758659532526049,0.44711538461538464,7102.0,0.001126443255421008,45629.0,0.0015191796429927839,0,0.00846360209515878,0.44307356505731,0.49120353503254505
Albany Park,8.0,1600.625,4.0,7.0,0.5,0.875,0.0,0.19345599046674675,199.0,65.0,0.016434057312742587,0.005367908167478735,0.3605769230769231,12109.0,0.0006606656206127674,57483.0,0.0015191796429927839,0,0.039648842266409204,0.5550982986274202,0.26257852408538174
Avalon Park,7.0,1003.5714285714286,0.0,0.0,0.0,0.0,0.0,0.13179186295503212,19.0,7.0,0.05277777777777778,0.019444444444444445,0.8317307692307693,360.0,0.019444444444444445,2335.0,0.001329282187618686,0,0.956350749464668,0.014122483940042826,0.02140471092077088
